,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
t11,10.500863,11.616772,1.5522505,5.209313,6.2231703,3.860297,6.7686367,4.2433085,4.288806,8.518274,4.7620034,6.9660606,9.47271,5.6910334,5.135303,4.1945176,1.469577,5.859663,4.5071397,7.8318586,2.6688797,6.697264
t12,10.304024,10.967591,1.8446664,5.097832,6.423088,3.4145367,7.032065,3.9574676,4.238894,8.454899,4.8112774,7.48924,9.432628,5.711821,4.951479,4.265264,1.7364205,5.996091,4.697998,7.626553,2.9681578,6.4549727
t13,11.322057,-0.08802204,3.7814267,5.143976,5.7019696,5.2296042,4.4915323,5.5846457,4.15994,6.4331217,5.1463614,6.57007,6.397604,4.707748,4.5789404,5.928265,3.6888742,5.327077,4.7001715,4.4410877,6.529809,6.900711
t14,11.240869,-0.036815282,3.6642497,5.193942,5.6084743,5.172758,4.496689,5.6121874,4.18705,6.439272,5.121685,6.616874,6.35438,4.7664914,4.5089765,5.860151,3.656497,5.347732,4.7362075,4.44918,6.541838,7.011717
t15,-2.7955225,2.5844083,5.27631,2.491463,7.692413,5.200582,4.8124213,5.2907147,3.9340558,5.0685353,7.1195483,4.561619,7.8807044,1.9227072,3.5657089,4.726256,1.0532581,3.914597,5.2363253,4.842401,5.3309464,5.9982195
t16,11.657143,0.07671408,3.997531,5.1875486,5.9883337,5.3321114,4.481875,5.558579,3.923693,6.5985546,5.2109637,6.3720465,6.4670815,4.6799326,4.8650403,6.0524116,3.8333523,5.102298,4.52885,4.6104856,6.3000526,6.6927295
t17,10.567148,11.757934,1.4766879,5.234686,6.2146506,3.992774,6.6884403,4.3189206,4.341752,8.510678,4.7870884,6.8407326,9.438002,5.732168,5.166233,4.1099453,1.4145024,5.8801994,4.473051,7.908829,2.5762756,6.7663813
t18,11.175472,-0.10138079,3.5461752,5.146691,5.519426,5.138581,4.469415,5.5817432,4.2181563,6.448051,5.124989,6.6900334,6.3199863,4.810504,4.415131,5.854853,3.6749208,5.337495,4.8069296,4.437201,6.5626106,7.061822
t19,10.916821,1.3315287,9.573696,7.590119,6.7876635,6.302444,6.900667,7.6227584,3.4361873,6.7469206,4.5873623,4.8794894,7.280579,2.6935718,4.6040006,4.1410723,3.5205927,5.4870725,4.135975,7.582024,4.7333655,4.858519
t20,11.141183,-0.07870646,3.5064037,5.1814203,5.4911175,5.13146,4.470203,5.6114717,4.2332306,6.4271007,5.1063943,6.6916156,6.3008776,4.812179,4.4086423,5.8245616,3.6401002,5.368116,4.803483,4.42236,6.5835886,7.1104593
t21,11.144063,-0.0632172,3.4978173,5.210039,5.4971695,5.122271,4.4589257,5.6464615,4.262219,6.4005947,5.0784564,6.657227,6.3009787,4.783855,4.4311004,5.8174953,3.6032732,5.3989544,4.7912097,4.404402,6.5929103,7.138025
t22,11.141856,-0.10839507,3.5431073,5.1532216,5.5466847,5.1060615,4.480649,5.583347,4.2402287,6.45065,5.129434,6.6583586,6.337399,4.8060384,4.441973,5.8871145,3.6881938,5.3232837,4.8540025,4.438473,6.594936,7.031415
t23,11.665005,0.046244767,4.0981236,5.158168,6.002917,5.3606195,4.523551,5.540651,3.9422286,6.581922,5.1934,6.376653,6.5131793,4.666194,4.8639965,6.0519767,3.8110986,5.1307592,4.4842305,4.598718,6.3214154,6.634389
t24,10.482668,11.690517,1.619282,5.1149955,6.2898207,3.9426618,6.6507735,4.1895,4.3290057,8.446904,4.8063927,6.9073496,9.432116,5.779977,5.0742917,4.0636883,1.4805555,5.8845334,4.5386534,7.783054,2.68934,6.785903
t25,10.5008,11.750512,1.560756,5.151641,6.2364426,3.9712818,6.662539,4.246078,4.334115,8.475016,4.7985377,6.851662,9.422489,5.7740097,5.1265855,4.066917,1.4293886,5.900712,4.506046,7.836047,2.6344204,6.7606497
t26,10.790616,1.6761742,9.495596,7.9669495,6.6600986,5.7281175,7.1945186,8.099778,3.092908,5.8404474,5.3321996,4.5823746,6.9684014,2.855255,4.326114,3.9595156,3.1736367,5.517652,4.431487,7.5156865,5.001839,4.6181135
t27,11.688967,0.08399338,4.065712,5.200437,6.0175896,5.321495,4.5161633,5.5603576,3.911561,6.6277137,5.168347,6.324094,6.4733777,4.712256,4.9079747,6.01714,3.8512788,5.0734076,4.4864826,4.636925,6.2624216,6.669567
t28,11.10505,-0.10225479,3.4849284,5.193165,5.5139422,5.0827193,4.4179006,5.645969,4.306406,6.3798003,5.0610332,6.640261,6.2862873,4.7713914,4.436789,5.8339205,3.6088445,5.400724,4.8694673,4.369152,6.6676426,7.110381
t29,-2.741346,2.3733697,5.759735,1.5590967,7.6913514,4.8791227,5.009783,4.82157,4.6144605,4.833865,6.9838977,4.3125744,8.045071,2.0677361,3.1461403,4.260281,0.88250464,3.4956632,5.3588586,4.8321934,5.4407887,5.579706
t30,11.610316,-0.035756737,4.111368,5.0882044,5.944896,5.374289,4.532761,5.5365715,3.9954996,6.510698,5.202823,6.428749,6.563778,4.631855,4.8116355,6.0905547,3.747987,5.2013865,4.52352,4.55259,6.4043922,6.6572094
t31,11.646452,0.084089875,4.0588074,5.188489,5.9853034,5.3217216,4.552995,5.528382,3.9665306,6.611605,5.160183,6.357602,6.5392923,4.7060094,4.8621683,6.0260787,3.7874236,5.150529,4.4597344,4.6364017,6.3393264,6.6098113
t32,11.702474,-0.079510674,4.3289604,5.057543,6.055126,5.462625,4.520845,5.5068617,3.9566286,6.490161,5.2169237,6.4164624,6.5387883,4.5857573,4.854226,6.088194,3.806543,5.1971617,4.4467845,4.496739,6.359513,6.547102
t33,10.798292,1.67259,9.4460945,7.9070044,6.656921,5.708939,7.180157,8.14509,3.1165042,5.82999,5.3840294,4.630681,6.9126277,2.879709,4.3358912,3.9680583,3.2493558,5.451986,4.4992127,7.4369693,5.0217733,4.6672797
t34,10.797465,1.7303718,9.458212,7.9707336,6.64802,5.6826196,7.2104716,8.140652,3.070899,5.8062,5.382497,4.5675616,6.8928604,2.8621502,4.278552,3.9596062,3.1864688,5.490436,4.4740176,7.490199,5.040248,4.621945
t35,11.158178,-0.07695353,3.4835098,5.1789374,5.4708424,5.1441784,4.464905,5.612722,4.226179,6.4291987,5.105182,6.695492,6.2883544,4.8163147,4.3972173,5.815447,3.6315124,5.371168,4.789752,4.4360166,6.5817943,7.130284
t36,10.55679,11.726118,1.5333859,5.1873245,6.21186,3.9417014,6.689528,4.2584834,4.3268867,8.524039,4.7856884,6.8898287,9.513641,5.720628,5.1442847,4.1622434,1.4149848,5.8211894,4.4658747,7.8549123,2.6191082,6.7862606
t37,11.664346,-0.01652844,4.2079196,5.1166706,6.0022597,5.436476,4.5283346,5.5348787,3.9381063,6.529169,5.2460566,6.421767,6.5358534,4.5854173,4.8418984,6.096544,3.7929425,5.1549244,4.4886284,4.529314,6.3580856,6.6238194
t38,11.685114,-0.12288082,4.401216,5.020967,6.049998,5.4877644,4.5232463,5.4956913,3.9523761,6.459802,5.2437525,6.4515314,6.5236063,4.5413404,4.8244653,6.074848,3.7940207,5.224066,4.4519,4.4455104,6.3840294,6.5202823
t39,11.741929,-0.11845504,4.4979224,5.024361,6.107076,5.5053854,4.5366497,5.4794064,3.9387503,6.450301,5.2339306,6.4133797,6.5315595,4.544529,4.86752,6.072725,3.8167834,5.2259445,4.4078097,4.4682827,6.3630357,6.4592032
t40,11.812526,-0.1698619,4.8298893,4.9910946,6.1855116,5.5604057,4.596565,5.451871,3.9264283,6.384646,5.280309,6.3957577,6.5418587,4.50111,4.9021897,6.0642514,3.8217924,5.2804084,4.342692,4.4336386,6.3842278,6.319191
t41,11.669493,-0.07683951,4.281992,5.0861764,6.0179777,5.4604173,4.553086,5.520262,3.9645822,6.4780846,5.246189,6.446679,6.565227,4.5718164,4.8228025,6.112326,3.763149,5.212813,4.452039,4.476037,6.3933115,6.580164
t42,11.742702,-0.13739413,4.53911,5.0131874,6.1215076,5.5307546,4.5300093,5.4810867,3.9472244,6.4267497,5.2360024,6.43241,6.521364,4.5177965,4.855416,6.0739303,3.8146849,5.242239,4.413708,4.4484177,6.371159,6.4480567
t43,11.101666,-0.0943548,3.4440646,5.214637,5.479437,5.08959,4.430091,5.6569834,4.2895827,6.3806324,5.0603886,6.650556,6.278351,4.7802444,4.4214787,5.821164,3.5919573,5.4152975,4.851979,4.385867,6.6498857,7.144497
t44,10.74201,-0.20983128,2.5850608,5.656903,4.902186,4.7349076,4.2296166,6.139239,4.6255784,6.1149025,4.893093,6.555914,6.2367363,4.7080407,4.285989,5.7754874,3.0782225,6.025829,5.197204,4.652438,6.9652286,7.7623963
t45,10.849678,-0.114990085,3.0086963,5.447264,5.12602,4.9037104,4.307223,5.9155107,4.489284,6.2271705,4.9238534,6.636359,6.2146416,4.770345,4.3282924,5.7707467,3.325061,5.6651797,5.00144,4.4417696,6.794778,7.528676
t46,-2.7880528,2.596837,5.2552247,2.492415,7.6853642,5.2012396,4.79566,5.2889266,3.9222846,5.0881305,7.1218476,4.572907,7.8737836,1.9214432,3.578579,4.7286744,1.0546683,3.9173186,5.2407174,4.844806,5.3337207,6.0036073
t47,10.611562,11.824056,1.4970778,5.188097,6.1888723,4.0165887,6.635081,4.292119,4.3606787,8.53945,4.8066554,6.805407,9.543037,5.7407155,5.169863,4.13421,1.3576124,5.7965035,4.42202,7.8941836,2.5598295,6.851104
t48,-2.887743,2.7499795,4.9593296,3.317993,7.699469,5.3539343,4.43274,5.505348,3.5080698,5.317246,7.0721755,4.7202144,7.7044954,1.8667185,3.8955488,5.184034,1.0554447,4.1499615,5.2259865,4.844972,5.311481,6.440068
t49,10.831609,1.8285538,9.49855,8.0016575,6.6681137,5.661239,7.239541,8.197816,3.0243678,5.7551556,5.586633,4.5556426,6.7380385,2.8311424,4.179032,3.9762235,3.1975725,5.5234227,4.484232,7.475386,5.047556,4.624147
t50,10.750715,1.7975876,9.4632,8.062542,6.637374,5.5827403,7.280927,8.270074,2.9764433,5.662395,5.5819216,4.5540285,6.7968087,2.8963678,4.2725887,3.914779,3.1311996,5.544512,4.534283,7.462409,5.0425634,4.5743017
t51,10.00709,1.2074202,-1.3751452,7.2783365,9.232376,12.559668,0.015079857,5.389637,2.9780662,8.27275,2.0454013,4.7431893,5.9744143,2.090552,4.7161255,4.308131,2.556813,4.3914285,9.3001,7.360264,8.709371,12.254568
t52,10.600692,11.926186,1.5844585,5.046653,6.215567,4.074379,6.476541,4.209273,4.4009514,8.486003,4.8522253,6.7770557,9.570392,5.838507,5.1186347,4.029381,1.3236626,5.778529,4.4233785,7.8210855,2.584561,6.9769506
t53,10.844308,1.7238634,9.501243,7.951046,6.668641,5.727525,7.2063255,8.080615,3.0890248,5.915693,5.234827,4.544447,6.94577,2.8313236,4.2592106,3.9865246,3.198034,5.4888663,4.4451914,7.515615,5.0652127,4.6223903
t54,10.937579,1.3969749,9.409971,7.6545544,6.756535,6.27694,6.970517,7.636473,3.4088123,6.634821,4.6788898,4.801717,7.199493,2.7580552,4.520529,4.142277,3.424926,5.449619,4.2233706,7.571713,4.862941,4.7756653
t55,10.841489,1.5820297,9.473879,7.84628,6.697638,5.900126,7.124265,7.95139,3.2043245,6.0915437,5.119487,4.6720915,7.0550213,2.823618,4.4045916,4.0208607,3.2950764,5.4652743,4.414653,7.538138,4.9853787,4.65321
t56,10.873168,1.5421451,9.463379,7.8100996,6.710475,5.9956126,7.0946383,7.8730974,3.250793,6.223619,5.0063386,4.6902986,7.086144,2.8077486,4.4221525,4.0504456,3.307941,5.46897,4.3599567,7.552052,4.9568205,4.677701
t57,10.764802,12.15079,1.4481522,5.13384,6.1846294,4.2530737,6.4013977,4.3444858,4.50531,8.553956,4.928748,6.56296,9.618417,5.867569,5.2122936,3.9711087,1.1943704,5.748491,4.3092184,7.9776745,2.3902316,7.111851
t58,10.7085,11.992903,1.4859834,5.125734,6.1738076,4.127887,6.496824,4.2961884,4.4614472,8.555845,4.8967743,6.6959534,9.620811,5.8337603,5.1943345,4.0413322,1.2416292,5.762063,4.344653,7.9358573,2.4593651,7.0061727
t59,-2.801779,2.5838573,5.2667303,2.5028274,7.7147055,5.227737,4.8071055,5.3175464,3.901627,5.076881,7.1107535,4.549153,7.864603,1.8931988,3.583376,4.7617054,1.0854167,3.9313064,5.2066984,4.8202353,5.302521,6.024438
t60,10.837831,1.6470681,9.52014,7.909705,6.6930494,5.822904,7.1661997,8.020409,3.138701,5.9818497,5.2106733,4.617348,6.9952006,2.8201735,4.345449,4.003008,3.2364354,5.5099287,4.4023285,7.5245905,4.988858,4.6438794
t61,10.848769,1.6016158,9.49546,7.865284,6.699475,5.8893476,7.136635,7.9648333,3.1855822,6.0791245,5.1308985,4.6517634,7.0340676,2.8164165,4.381911,4.0188565,3.272957,5.4872513,4.393621,7.5338864,4.9776998,4.657826
t62,10.817065,1.8477106,9.48709,8.046213,6.666577,5.6162777,7.283536,8.246154,2.9778502,5.7100816,5.6418138,4.55384,6.720705,2.8605917,4.2013507,3.9562235,3.1555662,5.558662,4.5171247,7.454153,5.06125,4.5939517
t63,10.838851,1.8494849,9.480293,8.034043,6.6757407,5.633255,7.2790513,8.233553,2.9865627,5.73024,5.643689,4.5613437,6.713317,2.8538625,4.18882,3.9721918,3.1686478,5.55698,4.516452,7.452328,5.0719285,4.597319
t64,11.817131,-0.063265026,4.5452476,5.0789695,6.156583,5.5038996,4.568122,5.479521,3.8865643,6.4932604,5.2435846,6.3319974,6.5648007,4.5614767,4.9478865,6.082039,3.829055,5.1793103,4.35392,4.5356913,6.3181853,6.430828
t65,10.831251,-0.12083236,2.9872603,5.467882,5.140112,4.8781404,4.350588,5.9227533,4.5245423,6.2474656,4.889233,6.596668,6.19234,4.7535954,4.3208895,5.76858,3.321396,5.676442,5.0311465,4.3976173,6.7582803,7.5561466
t66,10.9305725,1.9385823,9.460623,8.056223,6.7268133,5.6336274,7.342577,8.261297,2.9417684,5.7423115,5.7798443,4.57761,6.5873866,2.841772,4.1152706,4.0197453,3.1679046,5.621391,4.5619297,7.419232,5.138523,4.5681024
t67,-2.8339913,2.5759342,5.243411,2.584724,7.7104897,5.1991587,4.8038487,5.330362,3.8522115,5.0869904,7.154806,4.593397,7.882057,1.9408703,3.6173291,4.770494,1.0366402,3.9662964,5.228965,4.863379,5.33217,6.0348
t68,10.887227,-0.10234781,3.071331,5.457556,5.1522975,4.9227324,4.3348637,5.9139504,4.480486,6.2606044,4.925852,6.619525,6.1900287,4.7599773,4.3246274,5.7461624,3.333521,5.6307974,4.9802237,4.4230437,6.7603703,7.4794726
t69,-2.7243643,2.3350306,5.835962,1.3768549,7.6884813,4.8393636,5.038532,4.740972,4.728312,4.793493,6.961795,4.2669683,8.079481,2.0976727,3.0754328,4.1801276,0.86810905,3.4278085,5.379283,4.8266325,5.449479,5.511209
t70,-2.8233902,2.747945,4.950243,3.094787,7.6399693,5.350732,4.5244455,5.4790854,3.5289927,5.297809,7.1816225,4.7584295,7.7754145,1.9558513,3.8946366,5.012018,1.0042522,4.1432743,5.2785964,4.961207,5.359371,6.308966
t71,-2.789437,2.6613462,5.2513957,2.6570053,7.637962,5.29617,4.760772,5.399767,3.8662243,5.042528,7.0512347,4.6316175,7.7837663,1.8680955,3.6453161,4.8241625,1.0708513,3.9332702,5.270035,4.817675,5.3403797,6.106964
t72,-2.7711418,2.3028562,5.8615,1.2789222,7.71262,4.802447,5.0914907,4.6684456,4.774132,4.796252,6.9261727,4.23773,8.07407,2.0715878,3.0348148,4.1489425,0.8436597,3.3641992,5.3878756,4.8398423,5.4752946,5.4556336
t73,-2.788507,2.6369717,5.22896,2.6584287,7.654276,5.25672,4.772461,5.3637033,3.8422887,5.0833035,7.1133666,4.6478434,7.835007,1.9160471,3.6493218,4.805182,1.0477141,3.9506276,5.281103,4.8571615,5.351935,6.082057
t74,10.778191,-0.16766746,2.9026406,5.4951077,5.156012,4.838595,4.3367805,5.938711,4.5796685,6.2412095,4.8518343,6.528019,6.213443,4.703775,4.3540764,5.819322,3.3297594,5.675945,5.0694504,4.3550944,6.736193,7.6342473
t75,11.812049,-0.09427183,4.6009097,5.0632515,6.156461,5.536951,4.5883775,5.45793,3.8844352,6.4404864,5.274149,6.372507,6.5687647,4.524777,4.918893,6.089765,3.8218122,5.2169766,4.3424654,4.4960318,6.349835,6.3938217
t76,10.926598,1.9783448,9.425425,8.098121,6.721856,5.6005373,7.3745995,8.308095,2.9008596,5.6994486,5.8178477,4.5700135,6.5572863,2.861175,4.098365,4.013856,3.142384,5.6453753,4.605509,7.406959,5.166925,4.527365
t77,10.888746,1.9100578,9.465289,8.056566,6.701795,5.6265182,7.319673,8.26103,2.951044,5.726146,5.7354636,4.567626,6.631562,2.8516054,4.142246,3.9974792,3.1615782,5.597454,4.5472302,7.427561,5.1135583,4.57512
t78,10.753621,-0.18994318,2.6387737,5.628515,4.933276,4.7580323,4.245652,6.107173,4.618248,6.1361585,4.8814526,6.567116,6.2285233,4.7114854,4.293319,5.781266,3.130771,5.9798603,5.155295,4.5882826,6.930018,7.7377615
t79,10.933533,1.4984651,9.32777,7.7643423,6.699928,6.145324,7.0694084,7.74426,3.3322678,6.3868914,4.8668904,4.7074943,7.102127,2.838545,4.4229,4.104292,3.3001103,5.421111,4.3584113,7.581343,4.993766,4.663016
t80,10.979641,2.111041,9.422999,8.154775,6.748545,5.532858,7.4773083,8.397602,2.8338978,5.629038,5.9443407,4.5479784,6.419494,2.854946,3.9964008,4.0268493,3.1094508,5.7172804,4.645062,7.3814583,5.2238913,4.5046463
t81,-2.7086778,2.3025947,5.8994713,1.309031,7.6715527,4.778982,5.0366964,4.6959095,4.822272,4.7534857,6.935885,4.226269,8.128826,2.1174228,3.013745,4.0989146,0.8232542,3.3794954,5.3747225,4.794309,5.472824,5.446687
t82,11.849484,-0.15828377,4.9170947,5.0800853,6.21579,5.624429,4.6846013,5.413827,3.8383358,6.3259187,5.3447723,6.403977,6.588693,4.432308,4.9023585,6.0797567,3.7670598,5.3370304,4.280156,4.4840097,6.4259715,6.217511
t83,-2.8268,2.6142764,5.215462,2.6733987,7.6935544,5.2457314,4.737301,5.3593636,3.8215392,5.1022763,7.1109443,4.5949397,7.831114,1.8896878,3.646617,4.825745,1.048299,3.9702713,5.2274837,4.827473,5.3234086,6.0895534
t84,-2.8331957,2.6662054,5.131374,2.9153175,7.690257,5.3075657,4.6514115,5.4262395,3.6929505,5.1757936,7.089332,4.654896,7.7804046,1.880164,3.7483146,4.9522705,1.0634384,4.029225,5.236133,4.8275867,5.3173766,6.223143
t85,-2.8189445,2.6556153,5.089251,2.8507218,7.674446,5.2780156,4.6740665,5.39811,3.662382,5.2050443,7.1846395,4.691136,7.8305464,1.9640477,3.7686121,4.873698,1.0116795,4.05384,5.276727,4.915147,5.34752,6.164238
t86,10.79786,-0.12047391,2.9390965,5.4758105,5.1009927,4.8642163,4.366283,5.9370933,4.5444007,6.219256,4.852008,6.579342,6.1392207,4.747168,4.31765,5.736976,3.2754407,5.719546,5.0600195,4.371161,6.731487,7.592985
t87,11.1862,2.272286,9.206852,8.303807,6.799399,5.625706,7.6454535,8.513317,2.725474,5.517367,6.081559,4.555622,6.1748843,2.8982682,3.90673,4.136598,3.0303054,5.9226975,4.869604,7.158486,5.4999585,4.260064
t88,-2.7219713,2.127522,6.184571,0.5493949,7.8033924,4.713574,5.3009953,4.4307723,5.0780234,4.625315,6.8756814,3.991238,8.188196,2.245981,2.7544782,3.9134042,0.83543706,3.1831372,5.509015,4.866101,5.473513,5.1907816
t89,-2.687358,2.1444936,6.1980176,0.60469854,7.813341,4.760471,5.3185787,4.4703627,5.032416,4.6114645,6.9053955,3.9806485,8.159971,2.2638602,2.765461,3.9537163,0.8709053,3.2165127,5.538965,4.8872104,5.435851,5.2111225
t90,10.944587,-0.10708735,3.0775447,5.2884097,5.3203487,4.989064,4.3402653,5.750819,4.4225936,6.308302,4.945071,6.613868,6.215292,4.7648826,4.389842,5.800404,3.473952,5.449152,4.9301357,4.3266163,6.6967287,7.472603
t91,11.504274,-0.1309461,0.66174483,2.8391285,6.8876143,4.5695424,3.3747728,3.974073,4.5912566,6.0563083,4.4611754,6.0768576,6.109184,4.7515635,5.9250445,6.765622,4.7803864,2.318352,3.2017918,1.594045,6.1687584,9.734529
t92,-2.8446276,2.6708698,5.173544,2.938647,7.6912336,5.3060246,4.64164,5.4371934,3.725014,5.1407614,7.0412636,4.6221046,7.7552395,1.8388618,3.7164752,4.973176,1.0722733,4.0017667,5.2304626,4.7802644,5.2942533,6.234844
t93,10.779448,-0.16134328,2.7411134,5.579804,4.9847703,4.7981067,4.27923,6.0512657,4.590937,6.16893,4.885425,6.580213,6.2125425,4.7344255,4.287217,5.763634,3.1817992,5.8932457,5.1139183,4.529137,6.8821187,7.686487
t94,10.699424,-0.24226111,2.4753466,5.702815,4.855227,4.6749396,4.2056603,6.1941695,4.673701,6.05616,4.8813086,6.527395,6.2450457,4.6717906,4.297265,5.806165,3.01525,6.1176596,5.2554197,4.6865554,6.993536,7.8232718
t95,-2.796128,2.2591681,5.921232,1.0486981,7.7141557,4.7098618,5.1638813,4.5537047,4.870636,4.7593546,6.896802,4.1839533,8.107512,2.0711846,2.9749265,4.078771,0.773161,3.2908285,5.391996,4.8305016,5.5165277,5.3656206
t96,-2.7432091,2.102512,6.2070823,0.45486835,7.8546743,4.6854873,5.352292,4.4145584,5.104025,4.6101856,6.862086,3.958828,8.201711,2.250481,2.7279856,3.894579,0.82198185,3.1827133,5.514601,4.8834195,5.4814057,5.155484
t97,10.729966,12.228157,1.5341039,4.970871,6.2030573,4.2935734,6.2721562,4.2622275,4.521018,8.487771,4.943543,6.570339,9.631776,5.95959,5.147101,3.9184787,1.1931481,5.7400684,4.3339024,7.8834457,2.4702437,7.1951203
t98,10.857021,1.3014975,9.721827,7.58331,6.823129,6.2980604,6.869442,7.640538,3.435559,6.7890754,4.5420666,4.9093113,7.344884,2.62439,4.6634483,4.1009316,3.5730183,5.5245066,4.0715175,7.6082973,4.639766,4.911576
t99,10.80715,1.4009324,9.794089,7.691628,6.7946887,6.1260834,6.9492,7.801998,3.332989,6.590713,4.697763,4.8315063,7.2804017,2.6225681,4.603386,4.028666,3.50911,5.545152,4.1125836,7.6080284,4.6582937,4.874496
t100,11.037115,2.2422707,9.392554,8.201564,6.792496,5.4804087,7.6039762,8.489433,2.8099194,5.585184,6.0444193,4.5162215,6.2880096,2.8278952,3.927087,4.0391083,3.0590904,5.784581,4.686782,7.3512096,5.29633,4.473008
t101,-2.8187144,2.6575716,5.1798344,2.8254933,7.6741023,5.299465,4.702005,5.416808,3.7491994,5.124048,7.083023,4.6470537,7.7859797,1.8815413,3.710503,4.903289,1.0638207,3.9932225,5.254752,4.826145,5.3165855,6.1788187
t102,10.791696,-0.08205898,2.8695226,5.480328,5.0283427,4.835096,4.369127,5.96005,4.5203066,6.193789,4.8904886,6.6485987,6.1627417,4.805289,4.245036,5.7293086,3.2317107,5.816092,5.0669985,4.470767,6.8212714,7.5897245
t103,10.634565,-0.24575631,2.5221012,5.6875916,4.853705,4.6928105,4.1830063,6.169302,4.6735377,6.0454097,4.7928104,6.5134525,6.287759,4.6065283,4.3967795,5.8253803,3.0665364,6.1159606,5.208401,4.5839233,6.97091,7.8229313
t104,10.812554,-0.14416869,2.9496746,5.5199943,5.111982,4.8620825,4.325662,5.9691095,4.5601845,6.23628,4.8739605,6.5632396,6.188618,4.721614,4.3326764,5.7667,3.2911882,5.700106,5.0483136,4.4028625,6.763025,7.590431
t105,10.805102,-0.17181444,2.7603607,5.592725,5.0172725,4.8092666,4.2810974,6.050874,4.6183767,6.1987023,4.893008,6.554967,6.216062,4.727493,4.283183,5.767458,3.2168682,5.8626623,5.097257,4.510437,6.86855,7.6910415
t106,11.374911,-0.144577,0.70863837,2.7103682,6.9503803,4.73661,3.3739622,3.9838884,4.593185,6.068552,4.499907,6.109582,6.0882506,4.783728,5.876559,6.5847936,4.7390094,2.221529,3.1409717,1.6320628,6.278286,9.449642
t107,-2.9529104,2.6743915,5.175674,3.3916876,7.7916846,5.310647,4.449272,5.5085473,3.6426346,5.2114735,6.8934903,4.5211315,7.632201,1.6875854,3.7044291,5.2705374,1.1475427,4.0593085,5.1139674,4.584863,5.1907887,6.4588785
t108,10.807006,-0.13140535,2.8822472,5.526293,5.0477943,4.852842,4.3115525,5.9957294,4.558658,6.193339,4.8744435,6.583228,6.1486735,4.739608,4.3092265,5.7282867,3.2233171,5.7754574,5.0751615,4.443514,6.7965703,7.6232114
t109,10.117172,1.2529162,-1.3140936,7.3735147,9.201448,12.524889,0.008372874,5.3764434,2.9322493,8.245347,2.023037,4.81338,5.931368,2.0584168,4.6585464,4.320787,2.6090114,4.4596786,9.312425,7.306381,8.827819,12.322765
t110,10.752703,12.092633,1.5296253,5.0357046,6.179476,4.1603684,6.3670487,4.2477155,4.558592,8.564049,4.991411,6.6980414,9.708645,5.9304943,5.1874204,3.982014,1.1455734,5.7412663,4.2947183,7.9536767,2.3690934,7.1165214
t111,10.714696,12.176665,1.583368,4.9591856,6.188998,4.2881455,6.265353,4.2165985,4.496344,8.466159,4.915048,6.5607405,9.676768,5.9565263,5.1395707,3.8549297,1.1853063,5.720907,4.333099,7.8086696,2.5298736,7.203094
