"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112"
"t35",0.0580528311107634,0.0443798358015096,-0.000858189166161194,0.0296929487669045,0.00977626657372622,0.0144060427228655,0.105882450232119,-0.361682064996281,0.0186052533206162,-0.0233683422777469,-0.0183463987383808,3.74569386047641e-05,-0.000746320091850611,0.0298642018124837,0.0431812665683248,0.00135310782394141,-0.000930343927448406,0.000671306033651998,-0.00395233244164705,0.000209665339964957,0.0131631800380423,0.00983404186039989,-0.0217639942851842,0.0446098041084776,-0.0919030482577487,0.0279953174535335,0.00024853240369077,0.000380888645088858,-0.0379141717776493,-0.0013930687554017,0.0026396201354148,0.000406813202179344,-0.000181415943676961,-3.73352475276554e-05,1.81411845974157e-05,-0.141952179285897,-0.0188448573311787,-3.01840970727833e-16,-2.10693119090014e-05,-2.27390430989911e-07,8.33185824119373e-06,7.39478133369147e-05,0.000154821784234847,-3.54144246366966e-06,-2.14731231344828e-05,7.23553962697328e-06,3.85525828859666e-07,-6.6006947370957e-06,-0.179274032228991,-2.56929128829525e-15,-0.000211338832338579,0.000730833966298459,3.70421713919433e-06,-7.29609865542697e-15,-1.77605865679709e-15,0.00138978795113289,0.878913258417938,0.00673817229348918,1.07864370885352e-15,0.00179697360754098,3.75834671172553e-06,-2.17844478724007e-16,-0.000277125090744674,-1.08576311875155e-15,0.000609107957327576,0.000172930038209177,3.50871196260113e-16,6.66730150182421e-05,-0.000371161604343501,9.32422099822335e-08,1.97386448976726e-06,-2.39564949469444e-06,-2.69330667088603e-16,-8.0314910161539e-06,-9.28005237814216e-07,-9.74924815670594e-17,-1.05518560653863e-07,-1.00976262946362e-16,2.77631343827994e-06,4.30472623314638e-07,-6.80290409558765e-06,8.00784966263846e-06,-0.000199986977583857,-0.000239548417792862,1.61516653165987e-16,-7.67779568464038e-16,5.13220987548245e-16,-3.38095513940361e-16,1.00154343498239e-16,1.47490647451091e-15,-5.53522214935046e-17,5.79580527751631e-16,-5.92841011676032e-16,8.17915488341058e-17,-1.61589345987753e-08,-1.46733965384214e-05,2.29735119224812e-05,-1.06834626945167e-15,-5.44184033734097e-06,-2.05718018626958e-09,-3.10350658668311e-10,-1.09682648511058e-15,-8.11937229407793e-16,-8.29758309389214e-16,-4.88752984881621e-16,3.28436782098465e-17,-2.84489763711918e-15,-2.71711728883789e-15,-7.13870687926329e-15,4.32638603941516e-16,-3.05531603027517e-14,9.6022554473917e-15
"t78",0.0583908263388723,0.0451214624152096,-0.000880445948507792,0.0306912536525688,0.0101630747652529,0.0151410626112646,0.111527154890712,-0.384917125242986,0.0199853279398018,-0.0256694268810786,-0.0202052768889242,4.16304529268209e-05,-0.000846740886049886,0.035163162606143,0.0516015199859931,0.00165161564349044,-0.00113647671458366,0.000845647830871382,-0.00504167163599839,0.000273385062308075,0.0174773016637664,0.013737469548476,-0.0308178025308353,0.0643925161496736,-0.133889232037286,0.0421840747591337,0.000386641067408169,0.000595639034300488,-0.0677502046296892,-0.0025024277375269,0.00499327478726708,0.000840419519504396,-0.00039662985022994,-8.54678831998864e-05,4.35100409298104e-05,-0.403993420436196,-0.0574478979612263,2.61903275053408e-17,-7.76674887186372e-05,-1.05060883520468e-06,5.32340738613512e-05,0.000486453409169025,0.00158796778180242,-0.000113323321435753,0.000675502455841762,-7.87905848895157e-05,-2.80630486454642e-06,2.01915866319597e-05,0.262538360276706,1.70061116002816e-15,0.000117786556839069,-0.000248616366693212,-1.1809800846803e-06,2.27724587349059e-15,1.21011250754098e-15,-0.000377634318125263,-0.230374759472421,-0.00116232514064983,-3.44144458381889e-16,0.000165740307658535,3.68440874430557e-07,4.12938613573628e-17,-4.09589600032417e-05,5.26860411195907e-16,0.000134570526179427,3.86845602112999e-05,4.6069830825691e-16,1.63135392591242e-05,-9.75516679795965e-05,2.74394308776059e-08,5.86078113049351e-07,-7.56708090861313e-07,-4.46040924512239e-16,-2.58174945391872e-06,-3.09716226708052e-07,2.27406635857092e-17,-3.64704532615501e-08,2.85947220490461e-16,1.00117847190823e-06,1.56948753202607e-07,-2.55406562783052e-06,3.01705878591878e-06,-7.58896780123009e-05,-9.22179809794784e-05,-8.44327181922072e-16,-1.50698973870775e-15,-4.46403632782111e-17,-7.51628731937866e-18,-3.04002975641015e-15,8.11907896718976e-15,3.94042165366692e-15,0.707106781186547,-3.32820291805198e-15,-4.07384442538794e-17,-8.21487759659036e-09,-7.46368604205486e-06,1.18065579642871e-05,-1.47852105174581e-15,-2.80969650250991e-06,-1.06664374418059e-09,-1.61762820043998e-10,3.36922015670778e-15,-2.08572082213256e-15,-1.40197945916286e-15,-5.27016875303827e-16,-2.58929711139416e-15,-3.14479125674721e-15,-9.95720406946969e-16,-6.82614785307501e-15,5.87914365214032e-17,-3.03424195709731e-14,1.05549345071945e-14
"t79",0.0583908263388723,0.0451214624152096,-0.000880445948507795,0.0306912536525688,0.0101630747652529,0.0151410626112646,0.111527154890712,-0.384917125242986,0.0199853279398018,-0.0256694268810786,-0.0202052768889242,4.1630452926903e-05,-0.000846740886049908,0.035163162606143,0.0516015199859931,0.00165161564348992,-0.00113647671458374,0.000845647830871354,-0.00504167163599839,0.000273385062308247,0.0174773016637664,0.0137374695484758,-0.030817802530835,0.0643925161496738,-0.133889232037287,0.0421840747591334,0.000386641067408185,0.000595639034299812,-0.0677502046296887,-0.00250242773752673,0.00499327478726701,0.000840419519504225,-0.000396629850229872,-8.54678831998406e-05,4.35100409297147e-05,-0.403993420436196,-0.0574478979612268,6.71845707355692e-17,-7.76674887189689e-05,-1.05060883513077e-06,5.32340738614624e-05,0.000486453409169125,0.00158796778180171,-0.000113323321436127,0.000675502455841401,-7.87905848893466e-05,-2.80630486475931e-06,2.01915866320083e-05,0.262538360276705,1.42368055440794e-15,0.000117786556839149,-0.000248616366693337,-1.18098008478097e-06,1.91326510138446e-15,8.77971807876098e-16,-0.000377634318124949,-0.230374759472421,-0.00116232514065041,-2.2132690761195e-16,0.000165740307658853,3.68440874672036e-07,-2.30148539637526e-16,-4.09589600039464e-05,-5.08025063051549e-17,0.0001345705261818,3.8684560211855e-05,1.02666557687561e-16,1.63135392593349e-05,-9.75516679772442e-05,2.74394286165273e-08,5.86078112275882e-07,-7.5670809112716e-07,4.0624051630614e-16,-2.58174945441821e-06,-3.09716226444791e-07,-4.3201558143649e-16,-3.64704532442028e-08,-4.9542018713668e-16,1.00117847191856e-06,1.56948752635361e-07,-2.55406562879546e-06,3.0170587859225e-06,-7.58896780150626e-05,-9.22179809804113e-05,1.14019647459463e-15,2.289773162162e-16,3.63476923182003e-16,-8.50591896626857e-16,2.84148351660913e-15,-5.33543631248635e-15,-4.30286218938906e-15,-0.707106781186548,2.15026397407033e-15,2.20742145412569e-16,-8.21487156861576e-09,-7.46368602067624e-06,1.18065579489452e-05,-1.18304544829572e-15,-2.80969649699008e-06,-1.06665239707319e-09,-1.61766756063829e-10,-4.41795352695264e-15,-2.86981583327445e-15,-2.52318682167825e-16,-5.71246560214828e-16,2.82463937217705e-15,-2.58972844573581e-15,-5.10923081592261e-15,-7.29105374463641e-15,1.02315115251541e-15,-3.06432899263036e-14,8.76784424577812e-15
"t22",0.0575811459204838,0.0433376433374756,-0.000826729288297297,0.0282750367173777,0.00922483960140803,0.0133507841376446,0.0977670534393119,-0.328054205708188,0.0165959088726339,-0.0199695392514906,-0.0155961811582801,3.12459263921205e-05,-0.000594887768908378,0.0216816522439395,0.0300554556358087,0.000881453068377395,-0.000604483014321581,0.000390262513391496,-0.00218224816045569,0.000104677511872056,0.00597316334094198,0.00311691267595489,-0.00605071122784116,0.00986006180838148,-0.0177237185535744,0.00239360131122322,-5.66525578625177e-06,-1.56523010355648e-05,0.0218937393091259,0.000837834865936423,-0.00224463363680429,-0.000541959014941557,0.000305628122851876,7.45851538400857e-05,-4.24764837751834e-05,0.548548927911462,0.0868467076585103,-2.8868915848602e-16,0.000150598920793255,2.5723745025171e-06,-0.000168886424546394,-0.00157448404603236,-0.00662625940530381,0.000676566800177665,-0.00631783181052463,0.00146853762264266,0.000190056582615311,0.00013108495528304,0.234319264719847,0.707106781186549,-0.00189990463729783,-0.000755024592671831,-2.51863072509598e-06,-6.13873231936498e-16,-2.54955678410127e-16,-0.000171577177132134,-0.0310791623196073,0.00372067848138959,1.34174967402063e-16,0.00227900686026016,4.79599186672165e-06,5.04511366381592e-16,-0.000369950336144942,9.22593462465119e-16,0.000851123297461613,0.000241961574888469,1.50344260229662e-16,9.41541332343329e-05,-0.000527754395241255,1.33857154464995e-07,2.8355696868479e-06,-3.45636584243273e-06,-7.99011065543012e-17,-1.16002382129437e-05,-1.34320874967467e-06,-2.96227922948131e-16,-1.52988539516528e-07,7.60098691023049e-17,4.03196097206241e-06,6.253819410662e-07,-9.89069866322453e-06,1.16434363971806e-05,-0.000290822726787687,-0.000348435295484188,2.91414824701154e-16,-7.7145020924225e-16,7.19380564132124e-16,-2.72715102179982e-17,-2.42845969110514e-16,1.8402570637914e-15,-6.21027546633897e-18,-1.04164412323358e-16,-6.21137103321863e-16,2.11556103037585e-16,-2.32322405536311e-08,-2.10951622430571e-05,3.29886915847077e-05,-1.25139770429041e-15,-7.80983575293522e-06,-2.95082411403301e-09,-4.44866923297536e-10,-5.06029046621642e-16,-1.4118579032016e-15,-7.5744453260079e-16,-5.96818454022697e-16,1.09089610862175e-16,-2.78490384747059e-15,-3.04856433251509e-15,-7.73578614293086e-15,3.96566349568918e-16,-3.03929148692017e-14,9.50161586633537e-15
"t23",0.0575811459204838,0.0433376433374756,-0.000826729288297301,0.0282750367173777,0.00922483960140806,0.0133507841376446,0.0977670534393118,-0.328054205708188,0.0165959088726339,-0.0199695392514907,-0.0155961811582803,3.12459263922782e-05,-0.000594887768908541,0.0216816522439394,0.0300554556358086,0.00088145306837724,-0.000604483014321784,0.000390262513391344,-0.00218224816045582,0.000104677511872509,0.00597316334094177,0.00311691267595466,-0.00605071122784087,0.0098600618083815,-0.0177237185535746,0.00239360131122356,-5.66525578599308e-06,-1.56523010349503e-05,0.0218937393091265,0.000837834865937199,-0.00224463363680381,-0.000541959014941743,0.00030562812285219,7.45851538404354e-05,-4.24764837758569e-05,0.548548927911462,0.08684670765851,1.80094562845281e-16,0.00015059892079241,2.57237450244312e-06,-0.000168886424544927,-0.00157448404603143,-0.00662625940530256,0.000676566800178713,-0.00631783181052484,0.00146853762264192,0.000190056582615443,0.000131084955284064,0.234319264719852,-0.707106781186547,-0.00189990463729344,-0.000755024592672594,-2.51863072671509e-06,1.76807294820338e-15,6.83673797889588e-16,-0.000171577177132457,-0.0310791623196106,0.00372067848139368,-2.26460699315623e-16,0.00227900686026099,4.79599186717593e-06,8.59287995446104e-16,-0.000369950336143545,4.82928305729062e-17,0.000851123297460996,0.000241961574888891,2.30406248092612e-16,9.41541332352022e-05,-0.000527754395241532,1.33857155187385e-07,2.8355696860688e-06,-3.45636584299152e-06,-3.90629925899215e-16,-1.16002382129897e-05,-1.34320874963851e-06,3.75904404175314e-16,-1.52988539521299e-07,2.75766286190395e-16,4.03196097221188e-06,6.25381941377965e-07,-9.89069866353786e-06,1.16434363972657e-05,-0.000290822726787505,-0.000348435295484566,2.23760609137963e-16,-5.02580191834687e-16,4.54012822863235e-16,-1.48702153536029e-16,5.86558395674695e-17,5.82582543708212e-16,-2.11230850287402e-16,1.14410745680061e-16,-4.87883475987245e-16,-3.82125882485269e-17,-2.3232240575764e-08,-2.10951622432814e-05,3.2988691584666e-05,-1.23011166627479e-15,-7.80983575341436e-06,-2.95082368976225e-09,-4.44866884216495e-10,-8.42565400961045e-16,-2.64004212419307e-15,-7.89504072763194e-16,-6.20678928185087e-16,-8.81310563837644e-17,-2.87384429834769e-15,-3.36979129780994e-15,-6.52841860365108e-15,7.5795813322173e-16,-3.03906178997335e-14,9.50533757844825e-15
"t68",0.0559192748277259,0.0381837479300168,-0.000468518535123026,0.055404420523347,0.0125718477770274,0.0201953223531231,0.17033738352009,0.0805399999017615,0.00492635311419045,-0.00414213408310367,-0.00143488339330703,7.08045463016751e-07,0.000304769198766617,-0.246018596194144,-0.0386597065199126,-0.604354022043042,-0.116155459766976,0.00235100558965373,-0.0106980260162226,0.000414307625262206,0.0212402889678735,0.0613073409223939,-0.00904464774171054,0.0186738605319638,-0.0302779972849917,-0.00119573947929667,-0.000114000319623471,-0.000203506191001023,-0.00149499163390693,0.00163592700569228,-0.0174166506095747,0.005006694308216,-0.00146002600628906,-0.000177325343667903,5.66713344141401e-05,-0.00364163949687531,0.0177556607198336,1.69306199475996e-17,7.699408899622e-06,1.86365070775499e-06,-0.000264458482757705,-0.0138625798524536,-0.00512441695895787,0.000319019279687739,-0.00570620548775558,0.00135420532353774,0.000176444224644812,0.00011676441240486,0.000312962033272241,-5.35519357934973e-17,-0.00283118217293931,-0.0006218150397801,-2.94732270493819e-05,5.30927881062075e-17,1.17840997374122e-16,-0.000166364435704025,-0.000130278430714652,0.00337165777181519,-1.57424420935098e-16,0.00327759652577518,6.89088055308774e-06,6.28373527019714e-17,-0.000314062884901799,1.08074830563213e-16,0.00120704236945314,0.000343057231927669,2.66430059958523e-16,0.000133250295861013,-0.000745800926513412,1.1660306952547e-07,3.99683426207981e-06,-4.8652600134647e-06,-2.63082055820089e-16,-1.63223083164425e-05,-1.88834162338448e-06,-8.87553491688347e-17,-2.14894138133009e-07,-1.95162211816649e-16,5.65680109766443e-06,5.50999186190589e-07,-1.38416958957654e-05,1.6277650023095e-05,-0.000257313811745098,-0.000488985575963024,3.99303347349319e-15,-3.55668706173818e-15,0.707106781186548,1.27897270475305e-14,-4.80602604866894e-15,1.28402865286385e-15,-1.59154921744375e-15,1.20243525485434e-16,-4.13615415986528e-16,1.48293221736515e-15,-3.22779894874853e-08,-2.93085956964654e-05,0.000327143429928149,-4.8303625521413e-16,-6.98939816434347e-06,-4.09339216644309e-09,-6.17047026303175e-10,-1.56269357112009e-15,3.29071816535294e-16,-1.21817354417731e-15,-1.02069868311551e-15,-1.20628154705829e-15,-2.85678764622683e-15,-2.67609207570512e-15,-5.83612450900595e-15,2.98551656764143e-16,-3.04380029469396e-14,1.03814056031111e-14
"t69",0.0559192748277259,0.0381837479300168,-0.000468518535123016,0.055404420523347,0.0125718477770274,0.020195322353123,0.17033738352009,0.0805399999017614,0.00492635311419049,-0.0041421340831036,-0.00143488339330706,7.08045462933043e-07,0.000304769198766584,-0.246018596194143,-0.0386597065199127,-0.604354022043042,-0.116155459766976,0.00235100558965321,-0.0106980260162224,0.000414307625262057,0.0212402889678733,0.0613073409223941,-0.00904464774171064,0.018673860531964,-0.0302779972849914,-0.00119573947929691,-0.000114000319623182,-0.000203506191001157,-0.00149499163390709,0.00163592700569227,-0.0174166506095749,0.00500669430821556,-0.00146002600628914,-0.00017732534366772,5.66713344137872e-05,-0.00364163949687484,0.0177556607198335,2.36435673158242e-16,7.69940889989563e-06,1.86365070765947e-06,-0.000264458482757589,-0.0138625798524537,-0.00512441695895772,0.000319019279687763,-0.00570620548775498,0.0013542053235375,0.00017644422464482,0.000116764412404976,0.000312962033271889,1.54614881325801e-16,-0.00283118217293953,-0.000621815039779843,-2.94732270503046e-05,-1.23775608643838e-16,-1.17752365342162e-17,-0.000166364435704432,-0.000130278430714664,0.00337165777181464,-5.3306898355401e-17,0.00327759652577386,6.89088055286157e-06,-6.68840135864959e-17,-0.000314062884901169,1.77463769602183e-16,0.00120704236945255,0.000343057231927838,3.72525712894652e-16,0.000133250295861008,-0.000745800926513426,1.16603065288515e-07,3.99683426255556e-06,-4.86526001429888e-06,4.32904260782457e-17,-1.63223083160361e-05,-1.8883416234192e-06,-8.41538937797552e-18,-2.14894140558152e-07,3.79795843850833e-16,5.65680109696138e-06,5.50999195811102e-07,-1.38416958958337e-05,1.62776500226488e-05,-0.000257313811740581,-0.000488985575961795,-3.55648309395796e-15,2.38015308225534e-15,-0.707106781186547,-1.33699029701987e-14,4.69638986271538e-15,1.31460315412794e-15,1.30946117610163e-15,-3.23845685622771e-16,-7.211163515399e-16,-1.27725713183756e-15,-3.22779898539387e-08,-2.93085956970731e-05,0.000327143429930852,-2.01299001924671e-15,-6.98939816178864e-06,-4.09338892881444e-09,-6.17045673726131e-10,-6.38924878754638e-17,-4.29223152346662e-15,-3.20632239113851e-16,-2.40625959011244e-18,1.30768004509131e-15,-2.7850354106259e-15,-3.45940700680387e-15,-8.32545269703308e-15,5.60521551498316e-16,-3.0505233218007e-14,8.92319633807244e-15
"t89",0.0579335250789497,0.0425864408916643,-0.000561401713038184,0.071046156401241,0.0170923452678064,0.0313165907609497,0.272155780744273,0.151708570038895,0.0112476872063934,-0.0227607528342494,-0.00962098745515429,2.51618465938715e-05,-0.0011287144590323,0.438136595827166,-0.12860245361987,-0.0360138216656147,-0.00605758273469101,2.56831646333463e-05,-0.00034265378130093,3.08169740906447e-05,0.00236829489324663,0.0453812120997645,0.000710636673082156,0.00156146490103035,-0.00329330493660975,-0.000188663013390915,-2.10172101881843e-05,-3.82375321776231e-05,-0.000367521118825758,0.000404681267373566,-0.00454272984106287,0.00139489848431312,-0.000420100938158172,-5.21720209203894e-05,1.70088992522527e-05,-0.00115906587028963,0.0057656677365613,2.77893545851672e-17,2.63881165724726e-06,6.95396265705954e-07,-0.000185132614296674,-0.0139701528929337,-0.00130907105679939,9.70555765221801e-05,-0.00182487340009003,0.000444865976992712,5.88169384148985e-05,4.04431012973669e-05,0.000112386884027493,1.01480285869748e-16,-0.00106019187114903,-0.000236505377799466,-3.03363447371832e-05,3.7525384385968e-16,1.86096640083261e-16,-6.36315803667861e-05,-4.98700719820039e-05,0.00130102835691616,9.37961993968184e-17,0.00130003507668126,2.7349849007924e-06,-1.80865587598812e-16,-0.000125337903951569,1.01803999000116e-16,0.00048528218992664,0.000137957302074682,3.07731661303277e-16,5.36772802271793e-05,-0.000300801003147617,4.70903690471366e-08,1.61420237442737e-06,-1.96480305357711e-06,-2.33192290460212e-17,-6.59050390852285e-06,-7.61929986148574e-07,6.81929047745572e-17,-8.66066667101935e-08,-1.21627555202676e-16,2.27438736947867e-06,2.21349443131196e-07,-5.5446921133353e-06,6.51779596344876e-06,-0.000102940154107783,-0.000195226571252195,4.61361723411616e-16,-8.04692732018201e-16,-1.07526018621878e-15,1.57817151082862e-15,9.22573208085246e-16,-6.8862164593701e-15,-1.12073851753869e-15,8.75665835756327e-15,2.77968243097264e-15,-3.78667950704583e-15,1.39764382985175e-08,1.40506339571519e-05,-0.818326995506048,-1.91479309136454e-14,-1.76497658650271e-05,-6.30108584478118e-09,-7.03662411096161e-10,-1.39956851004987e-15,-1.31908438865528e-14,8.22504294341335e-16,1.17496010126175e-15,5.65497748245296e-17,-2.30524583108516e-15,1.27126455436874e-14,-3.65837315204207e-15,1.98227348271147e-15,-3.13169402433049e-14,7.29867301462135e-15
"t104",0.0579558466782923,0.0426325378958693,-0.000562328168412039,0.0711959466233777,0.0171342842073562,0.0314136072491809,0.273033065485937,0.152286385636602,0.0112962910332443,-0.0228859914825679,-0.0096751990351997,2.53151715155107e-05,-0.00113671600609365,0.441971957144075,-0.129808237867601,-0.0363822027504052,-0.00611973095833923,2.59764509239837e-05,-0.000346720904660888,3.12060533490299e-05,0.00239960849695426,0.0460516606916706,0.000721409942853068,0.00158596247166237,-0.00334578596491649,-0.000191832288827923,-2.13863408085402e-05,-3.8913703189376e-05,-0.000375015575966428,0.000412971387789765,-0.00463977633454327,0.00142654877026085,-0.000429951007338315,-5.34248123034173e-05,1.7426399685383e-05,-0.00118944747892653,0.00592003437835334,1.76426643530973e-16,2.71289548366228e-06,7.15738518770917e-07,-0.000190771633232879,-0.014396895931557,-0.00135040224955114,0.00010023345344917,-0.00188652654202822,0.000460311128538559,6.08985741173283e-05,4.19762278154748e-05,0.000117069935416721,1.45047526792186e-16,-0.00111198816142253,-0.000249009308975305,-3.19556677388308e-05,-5.09213674535736e-16,-7.56425079268126e-17,-6.71059582083516e-05,-5.26064089588614e-05,0.00137614270493223,-8.36695639826298e-17,0.00139558585674262,2.93757784939117e-06,-4.30706642724359e-18,-0.000135338637167159,-1.32927618269801e-16,0.000529853861781455,0.000150708374440698,-1.62400216484798e-16,5.88963288465146e-05,-0.000331501060049186,5.2384367941243e-08,1.79730914077808e-06,-2.2036195672431e-06,-2.42320862195263e-16,-7.40945114443184e-06,-8.61639823365192e-07,3.4865341687736e-16,-9.85784133792841e-08,2.52702061140682e-16,2.61388042062636e-06,2.55127933914196e-07,-6.44700933750335e-06,7.58732129971076e-06,-0.000120127143949355,-0.000229035215878393,-1.28476273779805e-15,-4.60084036310676e-16,1.6019681018372e-15,-7.1535894884289e-16,8.87331439544742e-16,5.02803707435802e-15,-2.75672729831695e-16,-2.17669728043699e-15,-2.36669261427353e-15,2.05527028211792e-15,-2.94487359896335e-08,-2.74170538290474e-05,0.406410459608116,7.82610983081767e-15,3.86912390577772e-06,2.60098407557012e-10,-8.35157870290838e-11,-7.87690513845829e-15,2.27582370288473e-15,3.09275478153665e-16,-3.65392690257305e-15,-4.39281402076562e-15,-5.56008720460877e-14,-0.707106781186558,4.72026558181891e-14,2.50700815039104e-15,-3.40883528284933e-14,-7.17640243465937e-16
"t105",0.0579558466782923,0.0426325378958693,-0.000562328168412027,0.0711959466233778,0.0171342842073561,0.0314136072491809,0.273033065485937,0.152286385636601,0.0112962910332443,-0.0228859914825679,-0.00967519903519968,2.53151715155323e-05,-0.00113671600609371,0.441971957144075,-0.129808237867601,-0.0363822027504052,-0.00611973095833918,2.59764509241069e-05,-0.000346720904660786,3.12060533492206e-05,0.0023996084969541,0.0460516606916706,0.000721409942853236,0.00158596247166216,-0.00334578596491666,-0.000191832288828092,-2.13863408085881e-05,-3.8913703189595e-05,-0.00037501557596638,0.000412971387789638,-0.00463977633454334,0.00142654877026061,-0.000429951007338071,-5.34248123034892e-05,1.74263996852798e-05,-0.00118944747892632,0.00592003437835349,-2.37526265515139e-17,2.71289548306645e-06,7.15738518910879e-07,-0.000190771633232783,-0.0143968959315571,-0.00135040224955105,0.000100233453449713,-0.00188652654202748,0.000460311128538637,6.0898574117361e-05,4.19762278158287e-05,0.000117069935416897,-4.92415023682773e-17,-0.00111198816142239,-0.000249009308975335,-3.19556677387188e-05,3.63069813928751e-16,1.03756933951012e-16,-6.7105958208392e-05,-5.26064089594082e-05,0.00137614270493258,1.43078004667537e-17,0.00139558585674236,2.93757784970696e-06,1.42194765935634e-16,-0.000135338637168699,-1.19049830463046e-16,0.000529853861779596,0.00015070837443951,3.93663049184808e-16,5.88963288471069e-05,-0.000331501060050275,5.23843660464624e-08,1.79730914172112e-06,-2.20361956825748e-06,-1.05367865221609e-16,-7.40945114421776e-06,-8.61639823591872e-07,-6.70322329102597e-16,-9.85784125570252e-08,6.27189338696387e-17,2.61388042104071e-06,2.55127936467301e-07,-6.44700933822781e-06,7.58732129964499e-06,-0.000120127143946687,-0.000229035215879478,1.62957270184247e-15,-1.03592516594991e-15,8.66445344333268e-16,-1.7978263978403e-15,-2.11132356901162e-15,6.86684395889344e-15,1.1817534033193e-15,-6.17350024534943e-15,-2.16353349477651e-15,2.01910280073369e-15,-2.94487359405872e-08,-2.74170538327611e-05,0.406410459608144,7.5798629155767e-15,3.8691239057501e-06,2.60102435310484e-10,-8.35293216497252e-11,7.3678447684269e-15,4.53096422165502e-15,-3.54480853471925e-15,6.48573385090276e-16,4.51985395141226e-15,4.93117496908094e-14,0.707106781186537,-6.47668056622106e-14,-2.78481828099305e-15,-2.5988968568709e-14,2.23135594936006e-14
"t38",0.056877617238818,0.0402822199365529,-0.000512847596087059,0.0628761457251094,0.014732325362769,0.025513129858939,0.219023399212895,0.114550145363606,0.00794230308590158,-0.0129261990327445,-0.0052879877429144,1.20927123710783e-05,-0.000328529156146782,-0.123404370361672,0.0935829977669976,0.0915067205179292,0.0163770004621116,4.765141335472e-05,-0.000217069482039352,-1.81735957201989e-05,-0.00393837657478186,-0.61542834251857,-0.0404090563443022,0.0360831716754288,-0.049086268349345,-0.00140206399510078,-0.000116764886968818,-0.000205313593941832,-0.00128249645201975,0.00140000349092741,-0.0146421363096184,0.00414915163831297,-0.00120609321641684,-0.000146431321741675,4.68551376667588e-05,-0.0030570725740142,0.0150632886290978,-5.27405629544902e-17,6.83588351382752e-06,1.85057895783837e-06,-0.000649840611409346,-0.0535433822185014,-0.00204251503507216,0.000190632583990992,-0.00370502554481382,0.000911400578136799,0.000120737779767582,8.26543419798705e-05,0.00022635031673315,-2.42342263102865e-16,-0.00208293852694911,-0.000459848515039633,-9.09708814622953e-05,4.15872611638375e-16,1.70314266988866e-15,-0.000123246991145044,-9.65383297864445e-05,0.00250465078770012,1.09096183755132e-15,0.00245592388135256,5.16451908751533e-06,-0.707106781186547,-0.000235844704338831,-1.49343805087736e-15,0.000909308779310346,0.000258470551005328,3.27876586154326e-16,0.000100494645509636,-0.000562967653236449,8.81600770480675e-08,3.02230990568259e-06,-3.68278265119458e-06,-4.83831914740143e-16,-1.23591017222115e-05,-1.43083475840985e-06,1.33224259025998e-16,-1.62942784811323e-07,-3.31091086493673e-16,4.29312636304956e-06,4.18273458068192e-07,-1.05146318990696e-05,1.23661106006188e-05,-0.00019551489921708,-0.00037167817611985,4.67099398638257e-16,-4.05396591530583e-16,5.44976326782344e-16,-2.12087790465663e-17,-7.55747538032298e-17,6.28585193212395e-16,-3.21527526884787e-16,2.96885709447027e-16,-8.78377228023982e-16,2.5481570783678e-16,-2.47812200387002e-08,-2.25026273873786e-05,0.00059319137513453,-1.39040656009357e-15,-5.36142384334492e-06,-3.14229963388583e-09,-4.73908294823706e-10,-3.8413161032e-16,-1.75005479771173e-15,-8.19187238480522e-16,-7.51439334394033e-16,-3.28881356937686e-16,-3.01410484002875e-15,-2.71020978433653e-15,-7.25809030462148e-15,4.26088121710974e-16,-3.04966440619873e-14,9.51652144907603e-15
