,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
t34,-0.13066459,23.21447,0.15970686,-0.15857159,3.2892714,-0.41798815,2.760945,-0.073837675,-0.03612718,6.3834662,0.063177526,-0.38555595,-0.43052796,4.2601614,-0.23903413,0.020401336,2.7194912,-0.17015731,-0.10974437,-0.069859885,0.015506962,-0.1693881,-0.1014906,13.845977,4.391142,5.6639037,7.15687,2.698576,0.7784324,1.7265303,18.447187,-0.9077013,0.04885246,3.2560024,7.564219,-0.09283893,0.69120175,5.214157,-0.00042111767,3.4493248,-0.024862854,13.330347,12.252758,3.2305045,-0.0030345288,-0.103726245,10.683129
t41,-0.1379665,24.281115,0.1717822,-0.17466752,3.0454798,-0.4234102,2.608112,-0.06267418,-0.036172975,6.5939636,0.06365175,-0.3927353,-0.409809,3.845206,-0.24433583,0.017404594,3.0719879,-0.18004176,-0.10873571,-0.07483122,0.016603522,-0.17864357,-0.10723289,14.680568,5.2041545,6.8155155,6.546799,3.143812,0.8020111,1.3363868,19.211723,-0.9396404,0.0467729,3.5830421,7.4762073,-0.094942525,0.7620618,5.6567063,-0.00042865382,3.4167829,-0.026247678,14.028059,12.700133,3.8533952,0.32855234,-0.057925954,11.138305
t50,-0.12164666,23.6962,0.16048278,-0.2437224,5.266489,-0.35523683,1.4907643,0.74105555,-0.08569646,5.3252873,0.0625095,-0.3672549,-0.4214646,5.1573634,-0.19264752,0.6001666,3.3102224,-0.19597507,-0.12845786,-0.06466081,0.016909085,-0.1825582,-0.13469385,13.273492,7.397582,8.90584,5.7932444,2.8861535,0.7003837,-0.0034545595,18.634903,-0.88822913,0.057470113,3.8895826,5.9542766,-0.08821007,0.71540385,7.313037,-0.00043521245,3.882083,-0.032430105,18.005077,14.033557,4.227905,1.3223807,1.9029602,9.527891
t72,-0.12851183,24.565603,0.17052206,-0.25683326,5.2888174,-0.35198367,1.287216,1.0494753,-0.088839374,5.401901,0.06457531,-0.39016837,-0.4438554,4.947446,-0.20617123,0.8311001,3.6829796,-0.1984142,-0.12710756,-0.06937796,0.018119605,-0.19130433,-0.13262913,13.96681,8.347165,10.442106,5.004404,3.3761666,0.71032447,-0.0063950676,19.413261,-0.8944931,0.05923632,4.039584,5.6801786,-0.09096926,0.7738061,7.8626895,-0.00044147807,3.7366965,-0.03439326,18.774992,14.401377,4.853002,1.5098445,2.478453,9.809742
t80,-0.13324691,24.998238,0.17389145,-0.253844,4.9897776,-0.35767975,1.3134292,1.0011499,-0.08472018,5.5872455,0.06532913,-0.39811674,-0.44557086,4.6762457,-0.21361622,0.7413741,3.760194,-0.19876485,-0.12479143,-0.072217226,0.018517692,-0.19279395,-0.13174298,14.392907,8.411171,10.642877,4.816397,3.572769,0.7298234,-0.0061059236,19.711212,-0.9103414,0.059657786,4.119598,5.8118787,-0.09278295,0.80134594,7.8473444,-0.000443435,3.6523912,-0.034633998,18.618132,14.392916,5.038747,1.5451156,2.3622742,10.092352
t130,-0.12498213,24.909113,0.17448938,-0.31237364,7.0764275,-0.3054434,0.4099129,2.490268,-0.12365447,4.7390294,0.06761048,-0.43362856,-0.49300745,5.8779454,-0.2220267,2.0080123,4.458368,-0.2074544,-0.14001898,-0.07099705,0.019938739,-0.20793459,-0.12617539,13.664398,11.171647,14.411009,3.5018892,3.8538284,0.6310604,-0.01720679,20.299078,-0.84228295,0.06780009,4.280215,4.1953936,-0.090763725,0.797964,9.766186,-0.00044818924,3.7252033,-0.04009503,22.205984,15.5615635,5.845762,1.8260624,5.1410933,9.061083
t206,-0.089099325,21.626637,0.14940144,-0.3839572,11.378086,-0.21685478,-0.03229917,4.8927608,-0.18950765,2.8402972,0.0682956,-0.3939627,-0.5761004,9.321834,-0.17970318,3.7630885,5.068677,-0.22195421,-0.18551594,-0.05201141,0.019386772,-0.19162829,-0.108347066,9.924872,14.040742,17.104507,3.5868201,3.1285727,0.40892658,-0.03326799,18.649797,-0.68242264,0.069321126,3.9636035,2.1363792,-0.080309406,0.5624392,11.999087,-0.00043694983,4.6211686,-0.04452622,27.36193,16.823153,5.059241,1.5680194,9.567727,6.3506927
t207,-0.08887936,21.599535,0.14947684,-0.38441744,11.407159,-0.21631642,-0.032473106,4.904047,-0.18977535,2.8290102,0.068234,-0.39312384,-0.57553613,9.345536,-0.17915548,3.7725022,5.071222,-0.22178343,-0.18595752,-0.05185961,0.019365557,-0.19134934,-0.10799558,9.900693,14.053334,17.1166,3.591334,3.1282792,0.4075935,-0.033382267,18.632643,-0.68047595,0.06907813,3.9582324,2.1234,-0.080143474,0.56070644,12.009302,-0.00043701165,4.6291947,-0.04452014,27.391645,16.828514,5.0450673,1.5663056,9.601169,6.3410234
t233,-0.0804915,20.69349,0.13820791,-0.40278995,12.702143,-0.1910171,-0.046523448,5.604248,-0.20739982,2.3288345,0.06904433,-0.37894785,-0.5948244,10.298971,-0.16626653,4.328676,5.3000994,-0.22221076,-0.20067571,-0.045876604,0.0191473,-0.18682677,-0.102395855,8.811813,14.868559,17.849495,3.7631392,2.881661,0.34617275,-0.037594777,18.149323,-0.65051836,0.06506136,3.8998392,1.5449698,-0.07714311,0.4869303,12.734363,-0.00043648022,4.9190593,-0.045570362,28.875404,17.179094,4.790435,1.480787,10.94484,5.574162
t234,-0.071549974,19.664251,0.12683721,-0.4208221,14.000467,-0.16347733,-0.06321772,6.34158,-0.22476016,1.7846451,0.06959574,-0.3642433,-0.6171383,11.262821,-0.15154931,4.878157,5.54421,-0.22125062,-0.21512018,-0.039518293,0.018819986,-0.18197994,-0.09638626,7.67484,15.645826,18.551794,3.9043324,2.6428719,0.28243664,-0.042022828,17.603567,-0.61191577,0.061402783,3.8244102,0.92145735,-0.07342026,0.4095428,13.456645,-0.00043381436,5.203333,-0.04653739,30.32958,17.463253,4.471114,1.3966085,12.325704,4.78527
t235,-0.08273988,20.950712,0.14046077,-0.39876536,12.462392,-0.19711053,-0.042808186,5.4743323,-0.20396866,2.4293833,0.06933664,-0.3857795,-0.5953691,10.145211,-0.16975103,4.2152243,5.252279,-0.22276801,-0.19816406,-0.0469651,0.019303564,-0.18648969,-0.103760995,9.076453,14.718888,17.730415,3.7685912,2.9123616,0.35969627,-0.03674618,18.292336,-0.66290385,0.066264726,3.9090428,1.7090563,-0.07806264,0.50500214,12.591118,-0.0004376965,4.8807287,-0.04548742,28.650606,17.156845,4.845476,1.474821,10.665389,5.7376294
t358,-0.039722983,16.363258,0.08110417,-0.48004806,18.410254,-0.084889464,-0.112144,8.966206,-0.28585133,-0.014107657,0.07562518,-0.3268426,-0.69156694,14.612493,-0.09782634,6.956665,6.39743,-0.22094631,-0.26340428,-0.01698343,0.018385425,-0.16780251,-0.064329736,3.7438753,18.295326,21.047789,4.690545,1.7732034,0.07203463,-0.05907786,15.917931,-0.5165352,0.054037973,3.533613,-0.05449034,-0.062410045,0.15929447,15.969976,-0.00043970285,6.084348,-0.049930412,35.477962,18.717525,3.34262,1.1918774,16.951742,2.0224624
t359,-0.047770664,17.114342,0.09194008,-0.46812743,17.708393,-0.09531422,-0.10411601,8.474767,-0.27368793,0.22279465,0.07317411,-0.33849064,-0.6998134,14.126855,-0.11018823,6.4566383,6.2516537,-0.22138156,-0.2559696,-0.020388288,0.01848745,-0.16755182,-0.07873781,4.5162506,17.910994,20.63676,4.541156,1.8929757,0.10429368,-0.055067576,16.171186,-0.53016233,0.053563584,3.5801623,-0.03206805,-0.064293616,0.20575646,15.484739,-0.0004353377,6.001192,-0.049082927,34.674355,18.448347,3.5657694,1.1085391,16.172264,2.5648673
t452,-0.039947387,16.403244,0.08027041,-0.47942704,18.413853,-0.08664109,-0.10892494,8.985217,-0.2853094,-0.014831785,0.07569769,-0.32111305,-0.6925814,14.633577,-0.09549979,6.946961,6.410577,-0.2204638,-0.26373097,-0.01688108,0.018381257,-0.1656312,-0.06293852,3.7643912,18.346504,21.110754,4.6907263,1.7291238,0.07094421,-0.059088692,15.949278,-0.5173771,0.05325465,3.532826,-0.054887496,-0.062165484,0.16012736,15.976789,-0.00043853515,6.0880265,-0.05002924,35.556705,18.78141,3.3467565,1.1722746,17.003311,1.9922649
t472,-0.039930414,16.402697,0.080272175,-0.47944897,18.41187,-0.08670526,-0.1088609,8.984858,-0.2852845,-0.014671838,0.075686656,-0.32061827,-0.69234556,14.630973,-0.09554071,6.947663,6.4107594,-0.22040999,-0.2637218,-0.016901702,0.018379811,-0.16563287,-0.06292735,3.7648294,18.34619,21.112728,4.6902957,1.727186,0.070864834,-0.05909778,15.947993,-0.51764137,0.053187586,3.5353136,-0.054962017,-0.062193286,0.16017188,15.978176,-0.00043851777,6.0896344,-0.050041154,35.556896,18.781178,3.347457,1.1732208,17.005077,1.991114
t473,-0.03993042,16.402697,0.08027218,-0.47944897,18.41187,-0.08670529,-0.10886088,8.984857,-0.2852845,-0.014671743,0.07568664,-0.32061833,-0.6923456,14.630975,-0.095540695,6.9476624,6.4107604,-0.22041,-0.2637218,-0.016901702,0.018379811,-0.16563293,-0.062927395,3.7648299,18.346188,21.112728,4.6902957,1.7271856,0.0708648,-0.05909778,15.94799,-0.51764154,0.05318761,3.5353143,-0.05496207,-0.062193282,0.16017193,15.978176,-0.00043851777,6.089634,-0.050041147,35.556896,18.781176,3.347456,1.1732208,17.005077,1.9911147
t436,-0.039857138,16.39437,0.08030191,-0.47930768,18.41283,-0.086823136,-0.10898415,8.98097,-0.2854305,-0.01516102,0.07567575,-0.3218258,-0.6922283,14.629832,-0.095485464,6.949768,6.408419,-0.22043781,-0.26373312,-0.016899662,0.018374383,-0.16593437,-0.06294516,3.7543736,18.34665,21.10579,4.691748,1.7309585,0.07077921,-0.059102166,15.946577,-0.5176201,0.053219013,3.5323315,-0.055119388,-0.06217348,0.15984604,15.978906,-0.00043852557,6.087189,-0.050002772,35.545277,18.774313,3.3490767,1.1776642,17.002733,1.9895844
t425,-0.039575838,16.377401,0.08084987,-0.47935694,18.409657,-0.08661343,-0.11056094,8.991674,-0.28623447,-0.01849418,0.075794674,-0.32865357,-0.69306004,14.611259,-0.09632041,6.962107,6.379263,-0.22061306,-0.26304007,-0.016944714,0.018420914,-0.16786896,-0.06427629,3.7496896,18.313452,21.055435,4.6981044,1.7606889,0.070316896,-0.059092984,15.938592,-0.5164781,0.05389476,3.5758429,-0.055918224,-0.062406257,0.16011317,15.976983,-0.00044039785,6.0658317,-0.049928073,35.486057,18.714716,3.3531847,1.2014437,16.958025,1.9741447
t426,-0.044072628,16.798485,0.08711366,-0.47309533,18.046207,-0.09105251,-0.1073654,8.717915,-0.27975148,0.04312945,0.07424677,-0.33517683,-0.6968054,14.365834,-0.10412384,6.690601,6.3106465,-0.22082815,-0.25922945,-0.018782292,0.01849294,-0.16809037,-0.07275669,4.1371994,18.124514,20.825113,4.608251,1.8255745,0.087414294,-0.056911588,16.0714,-0.5255528,0.05364665,3.5829515,-0.042478494,-0.063311055,0.18337026,15.7118225,-0.00043742108,6.0369315,-0.049402803,35.054047,18.580544,3.4796057,1.1518321,16.563162,2.280135
t220,-0.08680888,21.402046,0.14603123,-0.3899867,11.813858,-0.20963518,-0.035459362,5.1099024,-0.195424,2.6932006,0.06879783,-0.39084032,-0.58402264,9.656198,-0.1763345,3.9447484,5.137235,-0.22287063,-0.19094497,-0.050152782,0.019388637,-0.18900505,-0.106313854,9.606286,14.3300085,17.374756,3.6703024,3.0426276,0.39036918,-0.034612723,18.534708,-0.6774195,0.06793129,3.9490948,1.9868644,-0.07961658,0.54050595,12.242812,-0.0004380757,4.7330127,-0.04495391,27.898981,16.98867,4.9922657,1.5249034,10.002351,6.117627
t157,-0.12084368,24.572248,0.16888635,-0.3427424,8.196567,-0.27155676,-0.01199833,3.5884883,-0.14421338,4.260392,0.06765826,-0.4489167,-0.5187611,6.633538,-0.21998927,2.5799015,5.0011773,-0.21158388,-0.15065426,-0.07227232,0.020677896,-0.21303819,-0.11319842,13.098356,12.791817,16.661749,2.6609054,4.104037,0.58259386,-0.024053266,20.36715,-0.7775037,0.07286718,4.4043493,3.3549588,-0.09025705,0.7788046,10.772672,-0.0004430001,3.7503233,-0.043153986,24.150896,16.074383,6.109561,1.9115102,6.8993206,8.467466
t268,-0.08956934,20.920996,0.12101784,-0.45558086,14.689509,-0.120268136,-0.11601642,8.116587,-0.23788753,1.7574576,0.07377439,-0.42695275,-0.6492739,11.046224,-0.16947457,5.6167035,6.9966874,-0.21069954,-0.21927387,-0.052713674,0.021194808,-0.20262116,-0.0749207,8.597044,18.580147,23.425308,1.6035005,3.9654021,0.2855754,-0.05160651,19.017431,-0.5566104,0.06738024,4.398783,-0.012244078,-0.07733528,0.4972318,15.293716,-0.00043821346,4.688895,-0.051873367,32.75847,18.124054,5.682215,1.7770663,14.989682,4.97732
t348,-0.08192196,20.00885,0.108998686,-0.47572073,16.09037,-0.09418977,-0.13184318,8.941133,-0.2567639,1.1726862,0.075093284,-0.41791788,-0.6957254,12.096746,-0.15193336,6.160048,7.324968,-0.21058683,-0.23488529,-0.046710197,0.020973222,-0.19869678,-0.06876153,7.489087,19.47192,24.237326,1.7335584,3.7774522,0.2206028,-0.056375448,18.49663,-0.50938946,0.06557284,4.2906284,-0.04457,-0.0734946,0.42225537,16.10987,-0.000439252,4.9622326,-0.05328563,34.357426,18.500706,5.4154897,1.6883271,16.475586,4.2233396
t380,-0.08157521,19.968605,0.108498126,-0.47753313,16.158106,-0.09227388,-0.1331861,8.98568,-0.25788093,1.1452372,0.07520738,-0.41801766,-0.70088375,12.156688,-0.15133567,6.1803355,7.3503623,-0.21118195,-0.23578514,-0.046466265,0.020979047,-0.1986202,-0.06840486,7.4344044,19.526539,24.308155,1.7216762,3.7788203,0.21706788,-0.056664478,18.486961,-0.50730705,0.065658435,4.293978,-0.04631693,-0.07316081,0.41855106,16.16686,-0.0004394519,4.9685936,-0.05343379,34.444893,18.528124,5.4065275,1.6805965,16.547855,4.1889744
t468,-0.07502577,19.1907,0.10258141,-0.49221927,17.168991,-0.07527117,-0.14377967,9.529596,-0.27135605,0.67161065,0.076115906,-0.408962,-0.73116314,12.957286,-0.1354369,6.554208,7.5534034,-0.21113268,-0.24779955,-0.041516326,0.020686425,-0.19669831,-0.061860096,6.5892844,20.097322,24.765873,1.8987471,3.6721516,0.16972809,-0.05991063,18.045435,-0.47294182,0.06404262,4.178774,-0.06962564,-0.07007793,0.35820413,16.75129,-0.00044053773,5.201632,-0.054456983,35.50825,18.779362,5.195964,1.5998698,17.55938,3.667067
t469,-0.075025745,19.190693,0.102580115,-0.49221802,17.168997,-0.07527113,-0.14378047,9.529582,-0.27135614,0.6716038,0.07611614,-0.40896267,-0.73116285,12.957276,-0.1354372,6.554221,7.5533905,-0.21113259,-0.24779974,-0.041516233,0.02068643,-0.19669798,-0.06185935,6.5892887,20.097319,24.765854,1.8987588,3.6721528,0.1697286,-0.059910614,18.04543,-0.47294384,0.064043544,4.1787515,-0.06962579,-0.07007807,0.35820368,16.751293,-0.00044053784,5.2016406,-0.05445687,35.50825,18.779352,5.1959643,1.5998738,17.559378,3.667054
