,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
t120,2.103534,8.797324,4.190109,-0.39343193,5.1652102,1.0796694,3.5621166,3.014568,5.6382494,6.682959,5.213074,4.34386,7.132694,3.484395,4.9115515,4.181273,5.2547293,4.7753897,4.2852993,4.5110664,7.463605,5.5117083,5.7201915,6.5262594,4.265583,3.8537707,5.4167023,4.773305,4.8368516,4.607044,5.7558126,4.69328,6.696946,5.0165358,5.61911,3.163588,6.339859,7.1075873,2.5691612,5.3685536,5.529686,5.2810583,6.8760543,4.995333,5.846811,5.73278,3.5959756
t118,2.1515672,8.763975,4.22124,-0.3757263,5.1134667,1.1164666,3.569657,3.0080938,5.6522217,6.684004,5.2295084,4.3228626,7.1065106,3.4568417,4.8907866,4.206128,5.234665,4.7668777,4.312405,4.523478,7.448451,5.5390186,5.697078,6.5474367,4.295392,3.876842,5.434953,4.749045,4.8641376,4.633106,5.7337594,4.7049127,6.672331,5.023771,5.5933223,3.1823835,6.313974,7.082138,2.589616,5.395211,5.508184,5.267877,6.8503575,4.9628,5.8471565,5.734587,3.578468
t100,2.07499,8.815043,4.1779733,-0.39403173,5.1921644,1.0513005,3.543837,3.006269,5.6386433,6.682639,5.2026496,4.364835,7.1593585,3.5101824,4.9352202,4.1565995,5.277009,4.7967777,4.276943,4.5174994,7.4645915,5.484182,5.7319016,6.516925,4.2395706,3.8463888,5.391258,4.7997565,4.8274965,4.5780478,5.7811513,4.697757,6.702306,5.0157256,5.6463637,3.1392264,6.365215,7.133945,2.5634844,5.341598,5.535255,5.275259,6.9017887,5.0212946,5.8592024,5.739709,3.6209247
t101,2.2108352,8.733669,4.231794,-0.36545265,5.044619,1.1656876,3.5759115,3.007766,5.660693,6.6746454,5.228883,4.2931495,7.066167,3.4226289,4.880248,4.2463803,5.213116,4.7544665,4.3199825,4.528516,7.443297,5.57694,5.6972785,6.547368,4.3392754,3.888627,5.4529333,4.7160587,4.871848,4.6672654,5.7037573,4.7084346,6.6629457,5.0315065,5.562475,3.200282,6.2951293,7.0430794,2.599724,5.42694,5.4973373,5.267597,6.817725,4.918646,5.8381524,5.742625,3.5610924
t51,2.8687575,8.517913,4.4120445,-0.28672928,4.2409096,1.6350205,3.674057,3.049734,5.7326612,6.658208,5.312057,4.108938,6.786533,3.19058,4.746399,4.51463,5.0502663,4.6914206,4.469232,4.5734463,7.362586,5.836899,5.596182,6.65173,4.6851525,4.003272,5.6159205,4.4914517,5.019912,4.8839617,5.495589,4.719483,6.537516,5.0609875,5.291058,3.379866,6.08872,6.781761,2.6774664,5.657461,5.4034467,5.2378025,6.5869923,4.5771756,5.816187,5.758907,3.410068
t52,2.9673712,8.491908,4.4245024,-0.28968456,4.116891,1.7028874,3.6981041,3.0512204,5.7409573,6.6571937,5.3317785,4.0522566,6.7464247,3.1400225,4.7198496,4.5574465,5.001891,4.6508036,4.4731107,4.5671134,7.3593616,5.8809633,5.5772486,6.6613326,4.732283,4.006313,5.6470075,4.4439697,5.0386777,4.930001,5.447992,4.7162337,6.518873,5.070993,5.271578,3.3924172,6.068607,6.7364798,2.6823585,5.703779,5.3965464,5.2386837,6.542011,4.5207973,5.7879725,5.747766,3.3749366
t38,3.1317918,8.417895,4.4797816,-0.2560961,3.9216542,1.8169967,3.6879065,3.0383623,5.75912,6.6618395,5.355701,4.0597258,6.70017,3.1071155,4.6921806,4.5868406,5.002158,4.663065,4.5203485,4.5864515,7.336937,5.92271,5.5489774,6.6875467,4.787067,4.052595,5.6629987,4.412864,5.077386,4.9608555,5.426785,4.742071,6.483881,5.0708165,5.2110133,3.4282248,6.030878,6.69593,2.719419,5.7433143,5.359843,5.220738,6.508846,4.4608655,5.802885,5.749781,3.36366
t32,3.2097514,8.3751,4.5174766,-0.24531792,3.8234391,1.8519341,3.684809,3.013173,5.745293,6.6879864,5.3892083,4.076601,6.6697364,3.1109967,4.6659875,4.6099524,5.017282,4.6835814,4.5546856,4.594028,7.3518257,5.9504404,5.559957,6.716469,4.8182883,4.0871463,5.655746,4.3860655,5.089429,4.9523134,5.4046736,4.7292547,6.493165,5.0477204,5.1763024,3.4579968,6.03559,6.6657386,2.7528126,5.748062,5.3276634,5.215507,6.5074086,4.4389176,5.82377,5.7245398,3.3617764
t25,3.2786727,8.363214,4.510633,-0.22345193,3.7507515,1.9243848,3.6861846,3.0347538,5.79627,6.6446853,5.3633327,4.0237794,6.661908,3.0455015,4.6706877,4.6069427,4.9554024,4.6240063,4.54212,4.596133,7.3073354,5.9669957,5.508096,6.694967,4.831737,4.068939,5.6978016,4.375442,5.1170297,5.0206904,5.392634,4.7686152,6.438714,5.0959,5.179019,3.4400976,5.988867,6.658568,2.732988,5.810572,5.341275,5.20689,6.452517,4.390624,5.769174,5.758732,3.3376
t33,3.1147246,8.414137,4.4771185,-0.23433883,3.9506738,1.8023387,3.6626406,3.0341487,5.803201,6.627307,5.3317127,4.0263376,6.7035613,3.0423203,4.6812167,4.573662,4.958698,4.593701,4.5122175,4.5949435,7.289371,5.9299293,5.4854693,6.681487,4.7846565,4.037172,5.683569,4.4077163,5.113709,5.026539,5.434796,4.790904,6.423411,5.12642,5.227543,3.39515,5.993467,6.702538,2.7173812,5.7917457,5.358057,5.195802,6.467585,4.432849,5.750439,5.784156,3.353315
t34,3.1572907,8.394117,4.487809,-0.22662662,3.901905,1.8391211,3.6651511,3.039722,5.8143153,6.6218224,5.3334494,4.020336,6.691354,3.0276752,4.6769085,4.5823445,4.951175,4.5933156,4.5193014,4.5989733,7.2779646,5.9402347,5.4743533,6.682941,4.801252,4.044076,5.6954064,4.400985,5.12506,5.0397687,5.429338,4.802372,6.409747,5.1306043,5.2108626,3.4033346,5.976168,6.6912513,2.7196882,5.8082476,5.3541126,5.1920047,6.4521937,4.411794,5.749926,5.7900877,3.346531
t41,3.13172,8.410223,4.4726787,-0.22999151,3.9329562,1.8206348,3.6629205,3.043557,5.821755,6.610348,5.3192453,4.0171113,6.7076435,3.027057,4.687647,4.568066,4.9477863,4.5817075,4.5047994,4.5984387,7.2702665,5.926402,5.46801,6.672029,4.7843146,4.0297823,5.695421,4.415119,5.1224136,5.0427322,5.4430356,4.8113847,6.4038906,5.142798,5.2280836,3.3870642,5.9746084,6.7070827,2.7078974,5.8051763,5.364709,5.1907973,6.454929,4.4237,5.739191,5.8017006,3.3509986
t50,2.8463786,8.582403,4.3252416,-0.33982298,4.243676,1.5920448,3.7216358,3.0836706,5.7708735,6.612209,5.3018775,3.9124804,6.7820306,3.047452,4.7177916,4.550344,4.8794785,4.4904437,4.371738,4.5222063,7.348496,5.8732142,5.522198,6.6130967,4.6929646,3.906082,5.691766,4.42208,5.040529,5.0181775,5.4240103,4.7264137,6.479433,5.148009,5.389305,3.2951658,6.0710464,6.7523723,2.616708,5.7612534,5.458259,5.2440567,6.4819627,4.5085998,5.6586432,5.7570868,3.3231876
t72,2.760742,8.642663,4.2707667,-0.3738257,4.3453465,1.5443008,3.7418027,3.1101336,5.770072,6.59393,5.2820396,3.8695624,6.808589,3.0378623,4.7307944,4.5436883,4.843997,4.4596324,4.321461,4.4977717,7.355212,5.851754,5.522889,6.5843062,4.6647573,3.8542402,5.704916,4.4303904,5.020539,5.0255756,5.4250965,4.716297,6.4870667,5.1654167,5.432315,3.2600927,6.082534,6.770323,2.5740469,5.7602506,5.4988804,5.2582417,6.476404,4.528037,5.62854,5.7609324,3.3087435
t80,2.7752678,8.628235,4.3011756,-0.36079973,4.3297276,1.5690323,3.7406967,3.1042597,5.7533774,6.6102333,5.286374,3.9067347,6.793579,3.0724292,4.7312975,4.5498967,4.8796105,4.502749,4.35387,4.508014,7.363594,5.856089,5.5475416,6.6002016,4.679197,3.8839483,5.6916904,4.434876,5.013365,4.992507,5.4286065,4.7022433,6.509069,5.135441,5.3963504,3.2962515,6.08341,6.7647667,2.5922225,5.738458,5.4832683,5.2624636,6.497531,4.536467,5.6682143,5.757255,3.3225367
t130,2.679827,8.70967,4.2324944,-0.40928042,4.4476266,1.5034199,3.7627583,3.1355972,5.7392826,6.5944467,5.2651896,3.8517656,6.8283596,3.069574,4.7421236,4.5333557,4.8399806,4.4599924,4.287312,4.4733124,7.378364,5.815582,5.55257,6.564443,4.6376457,3.8166556,5.7045264,4.4527974,4.9817047,4.982992,5.437701,4.6848145,6.5302753,5.1427703,5.456886,3.2598486,6.1066523,6.7928925,2.535195,5.7279696,5.539436,5.2823973,6.499362,4.5749674,5.634759,5.7530475,3.309709
t206,1.2074279,9.99089,3.410432,-0.41700903,7.768162,7.56105,4.7679543,4.3886456,5.9943852,5.169872,4.139357,3.154565,6.768852,4.1199727,5.874781,5.7784896,5.2331023,4.7982087,4.4300847,4.542759,7.5318565,6.5424695,6.9271455,6.69858,5.155795,3.9842238,5.871173,4.5362787,4.3206716,5.185578,5.328854,4.121237,7.3994894,5.1383686,3.9400058,3.5588005,5.1991944,6.588946,2.3611724,4.916285,5.583486,5.858007,6.8999677,4.4637566,6.1832695,7.5025697,3.0195873
t207,1.1962326,10.014916,3.4051611,-0.390073,7.728208,7.5172567,4.7535076,4.4083505,5.9845457,5.140542,4.120635,3.1599512,6.7309585,4.13924,5.8955607,5.7913346,5.259058,4.8317943,4.4438286,4.5591917,7.549342,6.553043,6.9482164,6.71747,5.1502337,3.9927473,5.8920054,4.5251074,4.289284,5.1682816,5.338034,4.0903673,7.4253316,5.1692305,3.9203575,3.5738878,5.1652374,6.5599494,2.369906,4.8940454,5.598902,5.8625913,6.893503,4.4647937,6.2186575,7.531256,2.9927688
t233,1.2047509,9.990641,3.403747,-0.42082912,7.790416,7.582398,4.7831907,4.395623,5.992084,5.1712165,4.144906,3.1641798,6.7729106,4.1208277,5.8773336,5.783537,5.227081,4.796367,4.43011,4.540949,7.53522,6.549089,6.9306545,6.697764,5.1624546,3.9847293,5.863967,4.541391,4.32194,5.1982603,5.325165,4.1233835,7.3996043,5.139554,3.9264882,3.5534887,5.2026753,6.593942,2.3502617,4.9064302,5.579574,5.8652887,6.9092445,4.45842,6.182008,7.5023785,3.025689
t234,1.1924045,9.964362,3.4210808,-0.4220341,7.8208594,7.619068,4.8191934,4.395371,6.0012336,5.1958356,4.1422973,3.2047503,6.7750115,4.109874,5.865381,5.804133,5.2400465,4.792127,4.4385376,4.568417,7.5274687,6.5349045,6.9430366,6.722265,5.1407857,4.0045905,5.8889775,4.5187283,4.3292847,5.2105923,5.3312845,4.117594,7.3868456,5.141812,3.9053178,3.5809348,5.222522,6.5860696,2.340641,4.890376,5.5811667,5.861792,6.90719,4.468409,6.1799355,7.48046,3.0096238
t235,1.2097183,10.012447,3.4058719,-0.39656544,7.748032,7.535058,4.753999,4.398225,5.9817004,5.1425595,4.1327944,3.14884,6.7392516,4.1324983,5.888358,5.7764792,5.2414727,4.818233,4.4355106,4.5430713,7.545787,6.5535455,6.9324684,6.7011924,5.1554728,3.9821591,5.8793297,4.5379057,4.301442,5.174142,5.332157,4.1066236,7.4189367,5.160407,3.9336421,3.5624182,5.1713853,6.576079,2.370815,4.906097,5.5906444,5.8617,6.8975406,4.4600286,6.205413,7.527099,3.0112858
t358,-4.9398694,11.472325,-0.4657027,10.449706,2.8647451,4.7874103,6.4527974,2.7591236,4.950365,6.1283436,4.0637245,4.066378,6.3117847,4.6269445,5.588269,2.278163,4.8974767,3.6972644,4.6439257,4.7622766,5.9059544,4.7554603,6.129088,6.160619,5.721728,3.3531082,5.6973395,4.2422853,6.2513824,3.6764085,5.0846453,3.5941331,6.0688972,3.6570811,4.4571185,2.7428796,4.6339064,5.5755243,3.2768877,6.1399946,5.28125,4.7741547,7.7471995,5.0465846,4.926535,5.5349655,3.0821126
t359,-4.983248,11.420808,-0.41607645,10.426428,2.9165683,4.8382435,6.4215875,2.7089565,4.90109,6.106963,4.1131463,4.1018243,6.3613343,4.6005664,5.537919,2.2297583,4.9479723,3.6475308,4.593497,4.8061857,5.856537,4.787163,6.179273,6.21097,5.771649,3.303183,5.666764,4.1923923,6.2894955,3.6303291,5.0379567,3.643265,6.0190387,3.6470554,4.435279,2.754242,4.587691,5.525723,3.3246248,6.1898103,5.2634044,4.7379646,7.797191,5.0965652,4.886001,5.4856725,3.0357819
t452,-4.9506397,11.459805,-0.45568982,10.445607,2.8772252,4.7998357,6.443464,2.7467477,4.9382215,6.11967,4.0758476,4.0756855,6.3239202,4.618394,5.5758896,2.2661827,4.9099183,3.685005,4.6315002,4.772846,5.8937616,4.765309,6.141417,6.17302,5.7340198,3.340794,5.688798,4.2299924,6.260877,3.6651993,5.073292,3.6061316,6.0566077,3.657775,4.448429,2.746376,4.6226516,5.563226,3.2885673,6.152292,5.2787976,4.764782,7.7595143,5.058905,4.916898,5.5228395,3.0708578
t472,-4.9881063,11.429185,-0.41620216,10.477346,2.9075398,4.8313217,6.4758086,2.7148383,4.9055457,6.0821705,4.1084695,4.115426,6.356465,4.581079,5.544037,2.2328908,4.9416037,3.6527388,4.5997906,4.8102503,5.8612456,4.7326984,6.173344,6.20477,5.766166,3.3087137,5.7206864,4.1978674,6.3010435,3.629649,5.0382547,3.6391075,6.0244417,3.6913123,4.4108377,2.7334168,4.5872583,5.5310383,3.322659,6.1844435,5.3113556,4.7249155,7.791606,5.0909495,4.8765717,5.490156,3.035475
t473,-4.9779973,11.428009,-0.39875954,10.4459095,2.9085958,4.8289533,6.4413414,2.7155778,4.907795,6.1209154,4.1058283,4.0916586,6.3537216,4.586444,5.5453644,2.2355902,4.9408574,3.654752,4.6008058,4.7989855,5.8634057,4.767461,6.171393,6.203643,5.76446,3.3101897,5.686647,4.1995864,6.2819705,3.6370854,5.0450697,3.6358776,6.0260887,3.6467884,4.4494567,2.7513273,4.5942755,5.532562,3.3179438,6.182939,5.2732325,4.7468677,7.789942,5.0895925,4.8930135,5.4926558,3.0428166
t436,-4.9486475,11.466467,-0.4666443,10.458,2.8704526,4.7935953,6.4586177,2.7526832,4.9436216,6.1154714,4.0703664,4.0765,6.318366,4.6205096,5.581882,2.2711172,4.903836,3.6906557,4.6375527,4.7703953,5.899246,4.7498245,6.1355085,6.167007,5.7282577,3.3465607,5.7033663,4.235756,6.2610035,3.6688282,5.0772696,3.6007762,6.062346,3.666987,4.4442663,2.73966,4.6263785,5.5689225,3.2840056,6.146557,5.289911,4.764179,7.7537193,5.053083,4.9174542,5.5282598,3.0746303
t425,-4.979413,11.439007,-0.43703142,10.475865,2.8976262,4.8218913,6.469712,2.7242699,4.914892,6.079456,4.099056,4.1095257,6.347035,4.586989,5.553476,2.2421343,4.932154,3.6620708,4.6092014,4.8010607,5.87056,4.7392864,6.163961,6.195369,5.7567844,3.3180704,5.7153034,4.2072306,6.2933884,3.6389346,5.0475755,3.629623,6.0338044,3.693868,4.4083457,2.7341294,4.596547,5.5403733,3.3133042,6.175106,5.3113036,4.731335,7.782237,5.0815754,4.8856096,5.4995165,3.0447917
t426,-4.9754276,11.428091,-0.4237045,10.4131565,2.90904,4.830864,6.4131627,2.7160435,4.908315,6.121077,4.1058474,4.0916195,6.3540044,4.612936,5.5450916,2.2369726,4.940868,3.654755,4.600635,4.798072,5.86376,4.7948256,6.1720166,6.2038174,5.7644424,3.3103528,5.6571493,4.199598,6.28028,3.6380577,5.0456467,3.6358874,6.026225,3.630016,4.44926,2.7562022,4.5953765,5.5328813,3.317156,6.182644,5.2485585,4.747814,7.789996,5.0894074,4.8945913,5.4929395,3.0435145
t220,1.2108809,10.02591,3.387088,-0.3845221,7.7403965,7.513168,4.7395897,4.412592,5.9675927,5.131585,4.1330466,3.134244,6.727635,4.145117,5.9032936,5.772824,5.236388,4.8306813,4.4377613,4.533167,7.560366,6.5694776,6.9341683,6.694092,5.1692367,3.9747138,5.8706574,4.5511427,4.2853947,5.174104,5.3298707,4.102988,7.4335475,5.1744533,3.920808,3.5501378,5.1591115,6.57736,2.3702557,4.895801,5.5884233,5.872101,6.907013,4.448119,6.218956,7.5404744,3.0176826
t157,2.6568003,8.725609,4.2105412,-0.4084758,4.488496,1.561564,3.7785754,3.155467,5.7606916,6.563255,5.246103,3.8209412,6.835311,3.0623627,4.764173,4.5506554,4.8247013,4.4317713,4.272906,4.4745097,7.3714714,5.8323245,5.558896,6.556506,4.6408978,3.8080335,5.7124767,4.4484334,4.9809375,5.013445,5.429652,4.6869283,6.5224085,5.166337,5.464136,3.2375734,6.0892634,6.7899356,2.529069,5.732229,5.5422482,5.286624,6.4908886,4.5612903,5.6129336,5.7824802,3.2986774
t268,1.0817493,9.990462,3.255212,-0.64203745,8.160519,8.13739,4.973568,4.573042,6.0878396,5.1603675,4.171965,3.3319707,7.0298495,4.226167,6.007699,5.9746046,5.217981,4.82204,4.4314637,4.529549,7.579708,6.575162,7.1121435,6.7135615,5.289684,4.0238934,5.778749,4.613512,4.2575417,5.3395576,5.2579465,4.0548854,7.492293,5.0258894,3.7540143,3.494693,5.270256,6.5750585,2.1537778,4.7567973,5.6043262,5.995231,7.0476055,4.3854566,6.1873064,7.495156,3.026133
t348,2.7887244,9.68173,3.4917698,-1.3853692,7.666507,10.907556,5.53824,4.5437617,6.6092978,5.78074,4.3091707,6.895353,7.590765,4.012074,4.9441543,6.949459,4.485138,4.1233664,4.650381,4.558892,7.2823095,5.7029514,7.6318364,6.27132,5.402642,4.2904005,5.9042706,4.737794,4.657078,4.9023814,5.3278995,4.4684734,6.9624767,4.830127,3.9103518,5.2354665,6.410453,7.145587,1.7090274,4.555671,4.282874,4.815429,7.7186265,3.9292638,5.820477,6.435614,3.6014643
t380,2.7929058,9.673909,3.4721076,-1.400628,7.641112,10.918725,5.5325155,4.56397,6.6275754,5.799043,4.301745,6.91851,7.575493,4.0309396,4.9588532,6.9719005,4.4996758,4.145199,4.6341476,4.5403857,7.298752,5.7154484,7.6405544,6.2544756,5.423914,4.2712955,5.9248686,4.7562323,4.637185,4.9196353,5.347667,4.4493356,6.9838634,4.8191066,3.9333458,5.2435193,6.3977814,7.1355867,1.7186109,4.564213,4.258577,4.7999644,7.7082644,3.9415548,5.8420596,6.4538593,3.5829656
t468,2.7741103,9.689936,3.4690368,-1.408937,7.6800895,10.904572,5.5244465,4.5655518,6.622029,5.779283,4.2931952,6.888963,7.5850844,4.032485,4.97092,6.9400525,4.483736,4.1052494,4.636994,4.5316877,7.264747,5.706366,7.6342072,6.285537,5.4235063,4.26155,5.89723,4.7545466,4.6452866,4.912179,5.3435454,4.460444,6.948818,4.8163605,3.9057975,5.2253294,6.4095187,7.1383185,1.724682,4.578186,4.2649612,4.80687,7.6971374,3.9526207,5.8104286,6.443777,3.594051
t469,2.778726,9.706817,3.5062697,-1.3749814,7.683799,10.892421,5.5165644,4.5234084,6.5906944,5.768152,4.2956376,6.906801,7.596758,3.9936566,4.942422,6.9347777,4.461532,4.100239,4.6677856,4.5699883,7.2593694,5.7004204,7.6672473,6.2909403,5.4079924,4.289167,5.8845854,4.7191005,4.6752057,4.8928165,5.356904,4.471604,6.9406986,4.8010273,3.895251,5.223126,6.435192,7.1718864,1.7364478,4.5449877,4.2860093,4.8190436,7.7067127,3.9378958,5.794196,6.413883,3.6028607
t415,2.7643743,9.71808,3.480096,-1.384871,7.6822524,10.869183,5.495351,4.548514,6.6114798,5.774999,4.278828,6.9123797,7.5784955,4.0201197,4.9725537,6.937307,4.466767,4.1095004,4.6522956,4.549156,7.27158,5.716346,7.678966,6.2805214,5.4331717,4.265799,5.8953266,4.742524,4.65738,4.912453,5.3820333,4.451095,6.949974,4.7819657,3.9027243,5.2078605,6.428707,7.162565,1.7607576,4.5562353,4.277948,4.8195243,7.6819143,3.9595594,5.78851,6.4268403,3.5827622
t301,2.7790675,9.681159,3.4555984,-1.4162692,7.645382,10.921975,5.517675,4.5767417,6.6410713,5.807646,4.2857137,6.9060006,7.5968666,4.0469522,4.965655,6.97438,4.481875,4.141913,4.6533113,4.524954,7.3090606,5.693209,7.6614084,6.244981,5.4385014,4.2519927,5.9293723,4.772728,4.6280913,4.8991146,5.3665047,4.4703646,6.9845586,4.7974653,3.9283462,5.2325416,6.4073277,7.1549096,1.7374156,4.5767994,4.2466516,4.793389,7.6933446,3.9594069,5.8305874,6.4484167,3.6043727
t306,1.074494,10.006212,3.28477,-0.61449844,8.123171,8.074096,4.9353685,4.5389066,6.0885186,5.1785865,4.1570582,3.2904625,7.001109,4.1961727,5.980777,5.9363194,5.2108927,4.801875,4.4119434,4.514939,7.5538335,6.562612,7.0756803,6.6943693,5.270598,4.0065455,5.7684565,4.602697,4.2826424,5.309192,5.261964,4.080507,7.4671082,5.022488,3.7851818,3.475273,5.2690754,6.5951295,2.1924367,4.78683,5.5939264,5.9669795,7.0122824,4.4141893,6.1662645,7.491196,3.0436876
t464,2.787046,9.674423,3.4632535,-1.4065424,7.627527,10.919912,5.517257,4.570569,6.6411676,5.8178964,4.2896533,6.92365,7.5838923,4.0408287,4.962642,6.988756,4.494596,4.1624823,4.644407,4.53246,7.3244596,5.706046,7.6610327,6.2294397,5.4342628,4.262401,5.9415874,4.768214,4.6271424,4.91082,5.365669,4.456526,7.000718,4.7993116,3.9451218,5.236424,6.3989034,7.1478,1.7368615,4.5671654,4.2538548,4.7986026,7.697113,3.9515178,5.8391843,6.4539924,3.590524
