"","t7","t114","t115","t72","t73","t66","t48","t92","t93","t27","t23","t64","t65","t11","t1","t12","t13","t2","t34","t99","t100","t45","t31","t76","t77","t37","t94","t95","t50","t51","t61","t62","t32","t33","t26","t70","t71","t67","t84","t85","t42","t43","t44","t90","t91","t116","t117","t30","t4","t40","t57","t106","t107","t88","t89","t54","t101","t102","t103","t78","t79","t80","t110","t111","t14","t35","t36","t74","t75","t108","t109","t20","t46","t59","t60","t10","t86","t87","t81","t25","t15","t52","t53","t112","t113","t63","t39","t6","t104","t105","t96","t47","t97","t98","t58","t49","t38","t68","t69","t82","t83","t41","t24","t16","t19","t21","t22","t17","t18","t8","t9","t3","t55","t56","t28","t29","t5"
"t61",8.2362606434,9.909035713921,9.909035713921,9.865731924995,9.909035713895,9.909035713895,9.9090357139,9.9090357139,9.9090357139,9.143768369,9.9090357142,9.9090357138,9.9090357138,9.909035714,6.87321315441,9.90903571441,9.90903571441,3.62894757801,6.6060062485,6.60600624858,6.60600624858,6.6060062485,6.6060062483,6.6060062485,6.6060062485,6.6060062484,4.2694808795,4.2694808795,4.2694808795,4.2694808795,0,0.9201485362,2.49082433387,2.49082433387,1.74677573347,7.83265895053,7.83265895053,7.83265895053,7.83265895043,7.83265895043,7.83265895053,7.83265895053,7.83265895053,7.83265895033,7.83265895033,7.83265895101,7.83265895101,7.83265895063,5.34407499203,7.34225006873,7.83265895063,7.83265895068,7.83265895068,7.83265895028,7.83265895028,7.83265895058,7.83265895056,7.83265895056,7.83265895056,7.83265895055,7.832658950565,7.832658950565,7.83265895057,7.83265895057,7.83265895078,7.83265895053,7.83265895053,7.83265895003,7.83265895003,7.83265895012,7.83265895012,7.58601555673,7.83265895013,7.63720683203,7.83265895013,6.02015115823,7.83265895042,7.83265895042,7.83265895038,7.83265895018,7.83265895058,7.83265895038,7.83265895038,7.832658950438,7.832658950438,7.83265895048,7.83265895048,6.89082133493,7.83265895053,7.83265895053,7.83265895053,7.83265895053,7.83265895054,7.83265895054,7.83265895062,7.83265895052,7.83265895052,7.83265895055,7.83265895055,7.83265895055,7.83265895055,7.83265895053,7.83265895093,7.83265895013,7.8326589509,6.9990896321,6.6003302504,9.080583629,8.670358515,9.080583629,7.7734107745,9.0805836288,9.0805836294,9.0805836294,9.0805836295,9.0805836295,6.6087766874
"t62",8.2362606434,9.909035713921,9.909035713921,9.865731924995,9.909035713895,9.909035713895,9.9090357139,9.9090357139,9.9090357139,9.143768369,9.9090357142,9.9090357138,9.9090357138,9.909035714,6.87321315441,9.90903571441,9.90903571441,3.62894757801,6.6060062485,6.60600624858,6.60600624858,6.6060062485,6.6060062483,6.6060062485,6.6060062485,6.6060062484,4.2694808795,4.2694808795,4.2694808795,4.2694808795,0.9201485362,0,2.49082433387,2.49082433387,1.74677573347,7.83265895053,7.83265895053,7.83265895053,7.83265895043,7.83265895043,7.83265895053,7.83265895053,7.83265895053,7.83265895033,7.83265895033,7.83265895101,7.83265895101,7.83265895063,5.34407499203,7.34225006873,7.83265895063,7.83265895068,7.83265895068,7.83265895028,7.83265895028,7.83265895058,7.83265895056,7.83265895056,7.83265895056,7.83265895055,7.832658950565,7.832658950565,7.83265895057,7.83265895057,7.83265895078,7.83265895053,7.83265895053,7.83265895003,7.83265895003,7.83265895012,7.83265895012,7.58601555673,7.83265895013,7.63720683203,7.83265895013,6.02015115823,7.83265895042,7.83265895042,7.83265895038,7.83265895018,7.83265895058,7.83265895038,7.83265895038,7.832658950438,7.832658950438,7.83265895048,7.83265895048,6.89082133493,7.83265895053,7.83265895053,7.83265895053,7.83265895053,7.83265895054,7.83265895054,7.83265895062,7.83265895052,7.83265895052,7.83265895055,7.83265895055,7.83265895055,7.83265895055,7.83265895053,7.83265895093,7.83265895013,7.8326589509,6.9990896321,6.6003302504,9.080583629,8.670358515,9.080583629,7.7734107745,9.0805836288,9.0805836294,9.0805836294,9.0805836295,9.0805836295,6.6087766874
"t32",8.23626064347,9.909035713991,9.909035713991,9.865731925065,9.909035713965,9.909035713965,9.90903571397,9.90903571397,9.90903571397,9.14376836907,9.90903571427,9.90903571387,9.90903571387,9.90903571407,6.87321315448,9.90903571448,9.90903571448,3.62894757808,6.60600624857,6.60600624865,6.60600624865,6.60600624857,6.60600624837,6.60600624857,6.60600624857,6.60600624847,4.26948087957,4.26948087957,4.26948087957,4.26948087957,2.49082433387,2.49082433387,0,1.9986383968,1.56525929,7.8326589506,7.8326589506,7.8326589506,7.8326589505,7.8326589505,7.8326589506,7.8326589506,7.8326589506,7.8326589504,7.8326589504,7.83265895108,7.83265895108,7.8326589507,5.3440749921,7.3422500688,7.8326589507,7.83265895075,7.83265895075,7.83265895035,7.83265895035,7.83265895065,7.83265895063,7.83265895063,7.83265895063,7.83265895062,7.832658950635,7.832658950635,7.83265895064,7.83265895064,7.83265895085,7.8326589506,7.8326589506,7.8326589501,7.8326589501,7.83265895019,7.83265895019,7.5860155568,7.8326589502,7.6372068321,7.8326589502,6.0201511583,7.83265895049,7.83265895049,7.83265895045,7.83265895025,7.83265895065,7.83265895045,7.83265895045,7.832658950508,7.832658950508,7.83265895055,7.83265895055,6.890821335,7.8326589506,7.8326589506,7.8326589506,7.8326589506,7.83265895061,7.83265895061,7.83265895069,7.83265895059,7.83265895059,7.83265895062,7.83265895062,7.83265895062,7.83265895062,7.8326589506,7.832658951,7.8326589502,7.83265895097,6.99908963217,6.60033025047,9.08058362907,8.67035851507,9.08058362907,7.77341077457,9.08058362887,9.08058362947,9.08058362947,9.08058362957,9.08058362957,6.60877668747
"t33",8.23626064347,9.909035713991,9.909035713991,9.865731925065,9.909035713965,9.909035713965,9.90903571397,9.90903571397,9.90903571397,9.14376836907,9.90903571427,9.90903571387,9.90903571387,9.90903571407,6.87321315448,9.90903571448,9.90903571448,3.62894757808,6.60600624857,6.60600624865,6.60600624865,6.60600624857,6.60600624837,6.60600624857,6.60600624857,6.60600624847,4.26948087957,4.26948087957,4.26948087957,4.26948087957,2.49082433387,2.49082433387,1.9986383968,0,1.56525929,7.8326589506,7.8326589506,7.8326589506,7.8326589505,7.8326589505,7.8326589506,7.8326589506,7.8326589506,7.8326589504,7.8326589504,7.83265895108,7.83265895108,7.8326589507,5.3440749921,7.3422500688,7.8326589507,7.83265895075,7.83265895075,7.83265895035,7.83265895035,7.83265895065,7.83265895063,7.83265895063,7.83265895063,7.83265895062,7.832658950635,7.832658950635,7.83265895064,7.83265895064,7.83265895085,7.8326589506,7.8326589506,7.8326589501,7.8326589501,7.83265895019,7.83265895019,7.5860155568,7.8326589502,7.6372068321,7.8326589502,6.0201511583,7.83265895049,7.83265895049,7.83265895045,7.83265895025,7.83265895065,7.83265895045,7.83265895045,7.832658950508,7.832658950508,7.83265895055,7.83265895055,6.890821335,7.8326589506,7.8326589506,7.8326589506,7.8326589506,7.83265895061,7.83265895061,7.83265895069,7.83265895059,7.83265895059,7.83265895062,7.83265895062,7.83265895062,7.83265895062,7.8326589506,7.832658951,7.8326589502,7.83265895097,6.99908963217,6.60033025047,9.08058362907,8.67035851507,9.08058362907,7.77341077457,9.08058362887,9.08058362947,9.08058362947,9.08058362957,9.08058362957,6.60877668747
"t26",7.49221204307,9.164987113591,9.164987113591,9.121683324665,9.164987113565,9.164987113565,9.16498711357,9.16498711357,9.16498711357,8.39971976867,9.16498711387,9.16498711347,9.16498711347,9.16498711367,6.12916455408,9.16498711408,9.16498711408,2.88489897768,5.86195764817,5.86195764825,5.86195764825,5.86195764817,5.86195764797,5.86195764817,5.86195764817,5.86195764807,3.52543227917,3.52543227917,3.52543227917,3.52543227917,1.74677573347,1.74677573347,1.56525929,1.56525929,0,7.0886103502,7.0886103502,7.0886103502,7.0886103501,7.0886103501,7.0886103502,7.0886103502,7.0886103502,7.08861035,7.08861035,7.08861035068,7.08861035068,7.0886103503,4.6000263917,6.5982014684,7.0886103503,7.08861035035,7.08861035035,7.08861034995,7.08861034995,7.08861035025,7.08861035023,7.08861035023,7.08861035023,7.08861035022,7.088610350235,7.088610350235,7.08861035024,7.08861035024,7.08861035045,7.0886103502,7.0886103502,7.0886103497,7.0886103497,7.08861034979,7.08861034979,6.8419669564,7.0886103498,6.8931582317,7.0886103498,5.2761025579,7.08861035009,7.08861035009,7.08861035005,7.08861034985,7.08861035025,7.08861035005,7.08861035005,7.088610350108,7.088610350108,7.08861035015,7.08861035015,6.1467727346,7.0886103502,7.0886103502,7.0886103502,7.0886103502,7.08861035021,7.08861035021,7.08861035029,7.08861035019,7.08861035019,7.08861035022,7.08861035022,7.08861035022,7.08861035022,7.0886103502,7.0886103506,7.0886103498,7.08861035057,6.25504103177,5.85628165007,8.33653502867,7.92630991467,8.33653502867,7.02936217417,8.33653502847,8.33653502907,8.33653502907,8.33653502917,8.33653502917,5.86472808707
"t70",8.23626064293,9.909035713451,9.909035713451,9.865731924525,9.909035713425,9.909035713425,9.90903571343,9.90903571343,9.90903571343,9.14376836853,9.90903571373,9.90903571333,9.90903571333,9.90903571353,6.87321315394,9.90903571394,9.90903571394,4.22919754374,7.83265894983,7.83265894991,7.83265894991,7.83265894983,7.83265894963,7.83265894983,7.83265894983,7.83265894973,7.83265895083,7.83265895083,7.83265895083,7.83265895083,7.83265895053,7.83265895053,7.8326589506,7.8326589506,7.0886103502,0,0.747282161,1.152749784,1.1527497839,1.1527497839,1.572930068,2.973962772,2.973962772,3.2106913504,3.2106913504,4.48750646828,4.48750646828,4.4875064679,3.6099124471,5.73922675746,6.22963563936,6.22963563941,6.22963563941,6.22963563901,6.22963563901,6.22963563931,6.22963563929,6.22963563929,6.22963563929,6.22963563928,6.229635639295,6.229635639295,6.2296356393,6.2296356393,6.22963563951,6.22963563926,6.22963563926,6.22963563876,6.22963563876,6.22963563885,6.22963563885,5.98299224546,6.22963563886,6.03418352076,6.22963563886,4.41712784696,6.22963563915,6.22963563915,6.22963563911,6.22963563891,6.22963563931,6.22963563911,6.22963563911,6.229635639168,6.229635639168,6.22963563921,6.22963563921,5.28779802366,6.22963563926,6.22963563926,6.22963563926,6.22963563926,6.22963563927,6.22963563927,6.22963563935,6.22963563925,6.22963563925,6.22963563928,6.22963563928,6.22963563928,6.22963563928,6.22963563926,6.22963563966,6.22963563886,6.22963563963,5.39606632083,4.99730693913,9.08058362853,8.67035851453,9.08058362853,7.77341077403,9.08058362833,9.08058362893,9.08058362893,9.08058362903,9.08058362903,6.60877668693
"t71",8.23626064293,9.909035713451,9.909035713451,9.865731924525,9.909035713425,9.909035713425,9.90903571343,9.90903571343,9.90903571343,9.14376836853,9.90903571373,9.90903571333,9.90903571333,9.90903571353,6.87321315394,9.90903571394,9.90903571394,4.22919754374,7.83265894983,7.83265894991,7.83265894991,7.83265894983,7.83265894963,7.83265894983,7.83265894983,7.83265894973,7.83265895083,7.83265895083,7.83265895083,7.83265895083,7.83265895053,7.83265895053,7.8326589506,7.8326589506,7.0886103502,0.747282161,0,1.152749784,1.1527497839,1.1527497839,1.572930068,2.973962772,2.973962772,3.2106913504,3.2106913504,4.48750646828,4.48750646828,4.4875064679,3.6099124471,5.73922675746,6.22963563936,6.22963563941,6.22963563941,6.22963563901,6.22963563901,6.22963563931,6.22963563929,6.22963563929,6.22963563929,6.22963563928,6.229635639295,6.229635639295,6.2296356393,6.2296356393,6.22963563951,6.22963563926,6.22963563926,6.22963563876,6.22963563876,6.22963563885,6.22963563885,5.98299224546,6.22963563886,6.03418352076,6.22963563886,4.41712784696,6.22963563915,6.22963563915,6.22963563911,6.22963563891,6.22963563931,6.22963563911,6.22963563911,6.229635639168,6.229635639168,6.22963563921,6.22963563921,5.28779802366,6.22963563926,6.22963563926,6.22963563926,6.22963563926,6.22963563927,6.22963563927,6.22963563935,6.22963563925,6.22963563925,6.22963563928,6.22963563928,6.22963563928,6.22963563928,6.22963563926,6.22963563966,6.22963563886,6.22963563963,5.39606632083,4.99730693913,9.08058362853,8.67035851453,9.08058362853,7.77341077403,9.08058362833,9.08058362893,9.08058362893,9.08058362903,9.08058362903,6.60877668693
"t67",8.23626064293,9.909035713451,9.909035713451,9.865731924525,9.909035713425,9.909035713425,9.90903571343,9.90903571343,9.90903571343,9.14376836853,9.90903571373,9.90903571333,9.90903571333,9.90903571353,6.87321315394,9.90903571394,9.90903571394,4.22919754374,7.83265894983,7.83265894991,7.83265894991,7.83265894983,7.83265894963,7.83265894983,7.83265894983,7.83265894973,7.83265895083,7.83265895083,7.83265895083,7.83265895083,7.83265895053,7.83265895053,7.8326589506,7.8326589506,7.0886103502,1.152749784,1.152749784,0,0.8552922427,0.8552922427,1.572930068,2.973962772,2.973962772,3.2106913504,3.2106913504,4.48750646828,4.48750646828,4.4875064679,3.6099124471,5.73922675746,6.22963563936,6.22963563941,6.22963563941,6.22963563901,6.22963563901,6.22963563931,6.22963563929,6.22963563929,6.22963563929,6.22963563928,6.229635639295,6.229635639295,6.2296356393,6.2296356393,6.22963563951,6.22963563926,6.22963563926,6.22963563876,6.22963563876,6.22963563885,6.22963563885,5.98299224546,6.22963563886,6.03418352076,6.22963563886,4.41712784696,6.22963563915,6.22963563915,6.22963563911,6.22963563891,6.22963563931,6.22963563911,6.22963563911,6.229635639168,6.229635639168,6.22963563921,6.22963563921,5.28779802366,6.22963563926,6.22963563926,6.22963563926,6.22963563926,6.22963563927,6.22963563927,6.22963563935,6.22963563925,6.22963563925,6.22963563928,6.22963563928,6.22963563928,6.22963563928,6.22963563926,6.22963563966,6.22963563886,6.22963563963,5.39606632083,4.99730693913,9.08058362853,8.67035851453,9.08058362853,7.77341077403,9.08058362833,9.08058362893,9.08058362893,9.08058362903,9.08058362903,6.60877668693
"t84",8.23626064283,9.909035713351,9.909035713351,9.865731924425,9.909035713325,9.909035713325,9.90903571333,9.90903571333,9.90903571333,9.14376836843,9.90903571363,9.90903571323,9.90903571323,9.90903571343,6.87321315384,9.90903571384,9.90903571384,4.22919754364,7.83265894973,7.83265894981,7.83265894981,7.83265894973,7.83265894953,7.83265894973,7.83265894973,7.83265894963,7.83265895073,7.83265895073,7.83265895073,7.83265895073,7.83265895043,7.83265895043,7.8326589505,7.8326589505,7.0886103501,1.1527497839,1.1527497839,0.8552922427,0,0.3935103268,1.5729300679,2.9739627719,2.9739627719,3.2106913503,3.2106913503,4.48750646818,4.48750646818,4.4875064678,3.609912447,5.73922675736,6.22963563926,6.22963563931,6.22963563931,6.22963563891,6.22963563891,6.22963563921,6.22963563919,6.22963563919,6.22963563919,6.22963563918,6.229635639195,6.229635639195,6.2296356392,6.2296356392,6.22963563941,6.22963563916,6.22963563916,6.22963563866,6.22963563866,6.22963563875,6.22963563875,5.98299224536,6.22963563876,6.03418352066,6.22963563876,4.41712784686,6.22963563905,6.22963563905,6.22963563901,6.22963563881,6.22963563921,6.22963563901,6.22963563901,6.229635639068,6.229635639068,6.22963563911,6.22963563911,5.28779802356,6.22963563916,6.22963563916,6.22963563916,6.22963563916,6.22963563917,6.22963563917,6.22963563925,6.22963563915,6.22963563915,6.22963563918,6.22963563918,6.22963563918,6.22963563918,6.22963563916,6.22963563956,6.22963563876,6.22963563953,5.39606632073,4.99730693903,9.08058362843,8.67035851443,9.08058362843,7.77341077393,9.08058362823,9.08058362883,9.08058362883,9.08058362893,9.08058362893,6.60877668683
"t85",8.23626064283,9.909035713351,9.909035713351,9.865731924425,9.909035713325,9.909035713325,9.90903571333,9.90903571333,9.90903571333,9.14376836843,9.90903571363,9.90903571323,9.90903571323,9.90903571343,6.87321315384,9.90903571384,9.90903571384,4.22919754364,7.83265894973,7.83265894981,7.83265894981,7.83265894973,7.83265894953,7.83265894973,7.83265894973,7.83265894963,7.83265895073,7.83265895073,7.83265895073,7.83265895073,7.83265895043,7.83265895043,7.8326589505,7.8326589505,7.0886103501,1.1527497839,1.1527497839,0.8552922427,0.3935103268,0,1.5729300679,2.9739627719,2.9739627719,3.2106913503,3.2106913503,4.48750646818,4.48750646818,4.4875064678,3.609912447,5.73922675736,6.22963563926,6.22963563931,6.22963563931,6.22963563891,6.22963563891,6.22963563921,6.22963563919,6.22963563919,6.22963563919,6.22963563918,6.229635639195,6.229635639195,6.2296356392,6.2296356392,6.22963563941,6.22963563916,6.22963563916,6.22963563866,6.22963563866,6.22963563875,6.22963563875,5.98299224536,6.22963563876,6.03418352066,6.22963563876,4.41712784686,6.22963563905,6.22963563905,6.22963563901,6.22963563881,6.22963563921,6.22963563901,6.22963563901,6.229635639068,6.229635639068,6.22963563911,6.22963563911,5.28779802356,6.22963563916,6.22963563916,6.22963563916,6.22963563916,6.22963563917,6.22963563917,6.22963563925,6.22963563915,6.22963563915,6.22963563918,6.22963563918,6.22963563918,6.22963563918,6.22963563916,6.22963563956,6.22963563876,6.22963563953,5.39606632073,4.99730693903,9.08058362843,8.67035851443,9.08058362843,7.77341077393,9.08058362823,9.08058362883,9.08058362883,9.08058362893,9.08058362893,6.60877668683
"t42",8.23626064293,9.909035713451,9.909035713451,9.865731924525,9.909035713425,9.909035713425,9.90903571343,9.90903571343,9.90903571343,9.14376836853,9.90903571373,9.90903571333,9.90903571333,9.90903571353,6.87321315394,9.90903571394,9.90903571394,4.22919754374,7.83265894983,7.83265894991,7.83265894991,7.83265894983,7.83265894963,7.83265894983,7.83265894983,7.83265894973,7.83265895083,7.83265895083,7.83265895083,7.83265895083,7.83265895053,7.83265895053,7.8326589506,7.8326589506,7.0886103502,1.572930068,1.572930068,1.572930068,1.5729300679,1.5729300679,0,2.973962772,2.973962772,3.2106913504,3.2106913504,4.48750646828,4.48750646828,4.4875064679,3.6099124471,5.73922675746,6.22963563936,6.22963563941,6.22963563941,6.22963563901,6.22963563901,6.22963563931,6.22963563929,6.22963563929,6.22963563929,6.22963563928,6.229635639295,6.229635639295,6.2296356393,6.2296356393,6.22963563951,6.22963563926,6.22963563926,6.22963563876,6.22963563876,6.22963563885,6.22963563885,5.98299224546,6.22963563886,6.03418352076,6.22963563886,4.41712784696,6.22963563915,6.22963563915,6.22963563911,6.22963563891,6.22963563931,6.22963563911,6.22963563911,6.229635639168,6.229635639168,6.22963563921,6.22963563921,5.28779802366,6.22963563926,6.22963563926,6.22963563926,6.22963563926,6.22963563927,6.22963563927,6.22963563935,6.22963563925,6.22963563925,6.22963563928,6.22963563928,6.22963563928,6.22963563928,6.22963563926,6.22963563966,6.22963563886,6.22963563963,5.39606632083,4.99730693913,9.08058362853,8.67035851453,9.08058362853,7.77341077403,9.08058362833,9.08058362893,9.08058362893,9.08058362903,9.08058362903,6.60877668693
"t43",8.23626064293,9.909035713451,9.909035713451,9.865731924525,9.909035713425,9.909035713425,9.90903571343,9.90903571343,9.90903571343,9.14376836853,9.90903571373,9.90903571333,9.90903571333,9.90903571353,6.87321315394,9.90903571394,9.90903571394,4.22919754374,7.83265894983,7.83265894991,7.83265894991,7.83265894983,7.83265894963,7.83265894983,7.83265894983,7.83265894973,7.83265895083,7.83265895083,7.83265895083,7.83265895083,7.83265895053,7.83265895053,7.8326589506,7.8326589506,7.0886103502,2.973962772,2.973962772,2.973962772,2.9739627719,2.9739627719,2.973962772,0,1.5512820822,3.2106913504,3.2106913504,4.48750646828,4.48750646828,4.4875064679,3.6099124471,5.73922675746,6.22963563936,6.22963563941,6.22963563941,6.22963563901,6.22963563901,6.22963563931,6.22963563929,6.22963563929,6.22963563929,6.22963563928,6.229635639295,6.229635639295,6.2296356393,6.2296356393,6.22963563951,6.22963563926,6.22963563926,6.22963563876,6.22963563876,6.22963563885,6.22963563885,5.98299224546,6.22963563886,6.03418352076,6.22963563886,4.41712784696,6.22963563915,6.22963563915,6.22963563911,6.22963563891,6.22963563931,6.22963563911,6.22963563911,6.229635639168,6.229635639168,6.22963563921,6.22963563921,5.28779802366,6.22963563926,6.22963563926,6.22963563926,6.22963563926,6.22963563927,6.22963563927,6.22963563935,6.22963563925,6.22963563925,6.22963563928,6.22963563928,6.22963563928,6.22963563928,6.22963563926,6.22963563966,6.22963563886,6.22963563963,5.39606632083,4.99730693913,9.08058362853,8.67035851453,9.08058362853,7.77341077403,9.08058362833,9.08058362893,9.08058362893,9.08058362903,9.08058362903,6.60877668693
"t44",8.23626064293,9.909035713451,9.909035713451,9.865731924525,9.909035713425,9.909035713425,9.90903571343,9.90903571343,9.90903571343,9.14376836853,9.90903571373,9.90903571333,9.90903571333,9.90903571353,6.87321315394,9.90903571394,9.90903571394,4.22919754374,7.83265894983,7.83265894991,7.83265894991,7.83265894983,7.83265894963,7.83265894983,7.83265894983,7.83265894973,7.83265895083,7.83265895083,7.83265895083,7.83265895083,7.83265895053,7.83265895053,7.8326589506,7.8326589506,7.0886103502,2.973962772,2.973962772,2.973962772,2.9739627719,2.9739627719,2.973962772,1.5512820822,0,3.2106913504,3.2106913504,4.48750646828,4.48750646828,4.4875064679,3.6099124471,5.73922675746,6.22963563936,6.22963563941,6.22963563941,6.22963563901,6.22963563901,6.22963563931,6.22963563929,6.22963563929,6.22963563929,6.22963563928,6.229635639295,6.229635639295,6.2296356393,6.2296356393,6.22963563951,6.22963563926,6.22963563926,6.22963563876,6.22963563876,6.22963563885,6.22963563885,5.98299224546,6.22963563886,6.03418352076,6.22963563886,4.41712784696,6.22963563915,6.22963563915,6.22963563911,6.22963563891,6.22963563931,6.22963563911,6.22963563911,6.229635639168,6.229635639168,6.22963563921,6.22963563921,5.28779802366,6.22963563926,6.22963563926,6.22963563926,6.22963563926,6.22963563927,6.22963563927,6.22963563935,6.22963563925,6.22963563925,6.22963563928,6.22963563928,6.22963563928,6.22963563928,6.22963563926,6.22963563966,6.22963563886,6.22963563963,5.39606632083,4.99730693913,9.08058362853,8.67035851453,9.08058362853,7.77341077403,9.08058362833,9.08058362893,9.08058362893,9.08058362903,9.08058362903,6.60877668693
"t90",8.23626064273,9.909035713251,9.909035713251,9.865731924325,9.909035713225,9.909035713225,9.90903571323,9.90903571323,9.90903571323,9.14376836833,9.90903571353,9.90903571313,9.90903571313,9.90903571333,6.87321315374,9.90903571374,9.90903571374,4.22919754354,7.83265894963,7.83265894971,7.83265894971,7.83265894963,7.83265894943,7.83265894963,7.83265894963,7.83265894953,7.83265895063,7.83265895063,7.83265895063,7.83265895063,7.83265895033,7.83265895033,7.8326589504,7.8326589504,7.08861035,3.2106913504,3.2106913504,3.2106913504,3.2106913503,3.2106913503,3.2106913504,3.2106913504,3.2106913504,0,0.3262955482,4.48750646808,4.48750646808,4.4875064677,3.6099124469,5.73922675726,6.22963563916,6.22963563921,6.22963563921,6.22963563881,6.22963563881,6.22963563911,6.22963563909,6.22963563909,6.22963563909,6.22963563908,6.229635639095,6.229635639095,6.2296356391,6.2296356391,6.22963563931,6.22963563906,6.22963563906,6.22963563856,6.22963563856,6.22963563865,6.22963563865,5.98299224526,6.22963563866,6.03418352056,6.22963563866,4.41712784676,6.22963563895,6.22963563895,6.22963563891,6.22963563871,6.22963563911,6.22963563891,6.22963563891,6.229635638968,6.229635638968,6.22963563901,6.22963563901,5.28779802346,6.22963563906,6.22963563906,6.22963563906,6.22963563906,6.22963563907,6.22963563907,6.22963563915,6.22963563905,6.22963563905,6.22963563908,6.22963563908,6.22963563908,6.22963563908,6.22963563906,6.22963563946,6.22963563866,6.22963563943,5.39606632063,4.99730693893,9.08058362833,8.67035851433,9.08058362833,7.77341077383,9.08058362813,9.08058362873,9.08058362873,9.08058362883,9.08058362883,6.60877668673
"t91",8.23626064273,9.909035713251,9.909035713251,9.865731924325,9.909035713225,9.909035713225,9.90903571323,9.90903571323,9.90903571323,9.14376836833,9.90903571353,9.90903571313,9.90903571313,9.90903571333,6.87321315374,9.90903571374,9.90903571374,4.22919754354,7.83265894963,7.83265894971,7.83265894971,7.83265894963,7.83265894943,7.83265894963,7.83265894963,7.83265894953,7.83265895063,7.83265895063,7.83265895063,7.83265895063,7.83265895033,7.83265895033,7.8326589504,7.8326589504,7.08861035,3.2106913504,3.2106913504,3.2106913504,3.2106913503,3.2106913503,3.2106913504,3.2106913504,3.2106913504,0.3262955482,0,4.48750646808,4.48750646808,4.4875064677,3.6099124469,5.73922675726,6.22963563916,6.22963563921,6.22963563921,6.22963563881,6.22963563881,6.22963563911,6.22963563909,6.22963563909,6.22963563909,6.22963563908,6.229635639095,6.229635639095,6.2296356391,6.2296356391,6.22963563931,6.22963563906,6.22963563906,6.22963563856,6.22963563856,6.22963563865,6.22963563865,5.98299224526,6.22963563866,6.03418352056,6.22963563866,4.41712784676,6.22963563895,6.22963563895,6.22963563891,6.22963563871,6.22963563911,6.22963563891,6.22963563891,6.229635638968,6.229635638968,6.22963563901,6.22963563901,5.28779802346,6.22963563906,6.22963563906,6.22963563906,6.22963563906,6.22963563907,6.22963563907,6.22963563915,6.22963563905,6.22963563905,6.22963563908,6.22963563908,6.22963563908,6.22963563908,6.22963563906,6.22963563946,6.22963563866,6.22963563943,5.39606632063,4.99730693893,9.08058362833,8.67035851433,9.08058362833,7.77341077383,9.08058362813,9.08058362873,9.08058362873,9.08058362883,9.08058362883,6.60877668673
"t116",8.23626064341,9.909035713931,9.909035713931,9.865731925005,9.909035713905,9.909035713905,9.90903571391,9.90903571391,9.90903571391,9.14376836901,9.90903571421,9.90903571381,9.90903571381,9.90903571401,6.87321315442,9.90903571442,9.90903571442,4.22919754422,7.83265895031,7.83265895039,7.83265895039,7.83265895031,7.83265895011,7.83265895031,7.83265895031,7.83265895021,7.83265895131,7.83265895131,7.83265895131,7.83265895131,7.83265895101,7.83265895101,7.83265895108,7.83265895108,7.08861035068,4.48750646828,4.48750646828,4.48750646828,4.48750646818,4.48750646818,4.48750646828,4.48750646828,4.48750646828,4.48750646808,4.48750646808,0,0.00805519276,2.21276228638,3.60991244758,5.73922675794,6.22963563984,6.22963563989,6.22963563989,6.22963563949,6.22963563949,6.22963563979,6.22963563977,6.22963563977,6.22963563977,6.22963563976,6.229635639775,6.229635639775,6.22963563978,6.22963563978,6.22963563999,6.22963563974,6.22963563974,6.22963563924,6.22963563924,6.22963563933,6.22963563933,5.98299224594,6.22963563934,6.03418352124,6.22963563934,4.41712784744,6.22963563963,6.22963563963,6.22963563959,6.22963563939,6.22963563979,6.22963563959,6.22963563959,6.229635639648,6.229635639648,6.22963563969,6.22963563969,5.28779802414,6.22963563974,6.22963563974,6.22963563974,6.22963563974,6.22963563975,6.22963563975,6.22963563983,6.22963563973,6.22963563973,6.22963563976,6.22963563976,6.22963563976,6.22963563976,6.22963563974,6.22963564014,6.22963563934,6.22963564011,5.39606632131,4.99730693961,9.08058362901,8.67035851501,9.08058362901,7.77341077451,9.08058362881,9.08058362941,9.08058362941,9.08058362951,9.08058362951,6.60877668741
